uniqueID,hygIndex,hipIndex,hdIndex,glieseIndex,properName,bayerDesignation,flamsteedDesignation,starConstellation,cartesianX,cartesianY,cartesianZ,cartesianVelocityX,cartesianVelocityY,cartesianVelocityZ,distanceFromSol,starColor_r,starColor_g,starColor_b,harvardLetter,yerkesClassification,numericValue,starClassification,stellarOrbitalPeriod,escapeVelocity,numberOfCSVPlanets,numberOfPlanets,starNumber,stellarMass,stellarAge,stellarLuminosity,stellarTemperature,stellarRadius,equatorialRotationVelocity,energyRadiated,innerLimitRadius,outerLimitRadius,snowLineRadius,averageOrbitalRadius,orbitalEccentricity,minSeparationToCompanion,maxSeparationToCompanion,innerForbiddenZone,outerForbiddenZone,numberofJumpPoints,gasGiantArrangement
0348300000,118180,0,0,Gl 118.2C,,,,,14.7052,14.1503,10.3409,-1.35e-05,2.73e-05,-1.82e-05,22.8781,255,204,111,M,V,4,M4.000000V,4.02981,1.39444e+07,0,0,2,0.401679,0,0.00130257,5281.17,0.787825,0,4.41097e+07,0.0401679,16.0672,0.175042,3.5,0.8,70,630,23.3333,1890,0,No Gas Giant
0349100000,13631,13665,17948,GJ 3188,,,,Cas,9.16356,8.84518,23.4776,-5.32e-06,2.1e-05,2.82e-05,26.7094,224,226,255,F,V,5,F5.000000V,0,1.80494e+07,0,0,0,1.23688,2.9,3.60745,6492,1.44794,0,1.00722e+08,0.123688,49.4752,9.21174,0,0,0,0,0,0,0,Epistellar Gas Giant
0350100000,13738,13772,18455,Gl 120.1A,,,,For,14.574,14.2278,-9.48427,3.01e-05,3.39e-05,-2.55e-05,22.4669,255,199,142,K,V,2,K2.000000V,0,1.50159e+07,0,5,0,1.16279,1.15,0.51428,7698.34,1.96674,0,1.9916e+08,0.116279,46.5116,3.4781,0,0,0,0,2.66667,96,1,Eccentric Gas Giant
0350200000,118182,0,0,Gl 120.1B,,,,For,14.5812,14.2334,-9.48761,-1.62e-06,8.7e-07,-1.17e-06,22.477,255,241,229,G,V,5,G5.000000V,0.0185158,1.71683e+07,0,0,1,1.75407,1.15,0.230994,11135.5,2.26957,0,8.71872e+08,0.175407,70.1627,2.331,0.1,0.6,8,32,2.66667,96,0,No Gas Giant
0350300000,13735,13769,18445,Gl 120.1C,,,,For,16.9159,16.5104,-11.0099,3.03e-05,3.23e-05,-2.52e-05,26.0756,255,199,142,K,V,2,K2.000000V,4.73662,1.50972e+07,0,0,2,1.14477,1.15,0.432912,8081.6,1.91547,0,2.41881e+08,0.114477,45.7908,3.19111,4.5,0.4,2.7,6.3,0.9,18.9,0,Epistellar Gas Giant
0351100000,13857,13891,18450,,,,,Ari,18.6041,18.4221,13.2105,1.72e-05,1.38e-05,3.09e-05,29.3255,255,199,142,K,V,2,K2.000000V,0,2.07447e+07,0,10,0,0.983787,10.9,0.389404,5575,0.871841,0,5.47761e+07,0.0983787,39.3515,3.02651,0,0,0,0,0,0,2,No Gas Giant
0352100000,13942,13976,18632,,,,,Cet,17.0855,17.0924,3.28894,-2.78e-05,2.74e-05,2.3e-06,24.3902,255,199,142,K,V,2.5,K2.500000V,0,1.84421e+07,0,0,0,1.11536,1,0.336047,5051,1.25068,0,3.69081e+07,0.111536,44.6144,2.81152,0,0,0,0,0,0,0,Epistellar Gas Giant
0353100000,13989,14023,18702,,,,,Cet,21.8238,21.9387,3.24482,-2.57e-05,0.00012347,-1.67e-05,31.1139,255,199,142,K,V,2,K2.000000V,0,1.5446e+07,0,8,0,1.17846,0,0.480839,7608.31,1.88379,0,1.90005e+08,0.117846,47.1383,3.36312,0,0,0,0,0,0,1,No Gas Giant
0354100000,14067,14101,0,GJ 3192A,,,,Eri,6.33144,6.43485,-2.69005,8.97e-06,-1.44e-05,-1.33e-05,9.4197,255,204,111,M,V,3.5,M3.500000V,0,1.88318e+07,1,8,0,0.252,8.1,0.00534564,3562,0.271,0,9.12825e+06,0.0252,10.08,0.354602,0,0,0,0,0,0,2,No Gas Giant
0355100000,14103,14137,0,,,,,Per,13.1717,13.4374,16.5838,-6.36e-06,-3.56e-06,7.93e-06,25.0815,255,198,109,M,V,1,M1.000000V,0,9.21288e+06,0,8,0,0.196146,7.9,0.0702749,4162.77,0.881333,0,1.70272e+07,0.0196146,7.84585,1.28571,0,0,0,0,0,0,3,Conventional Gas Giant
0356100000,14112,14146,18978,Gl 121,,Tau-3 Eridani,11 Eridani,Eri,17.4198,17.7872,-10.8896,5.25e-06,-2.21e-05,-2.71e-06,27.1739,202,214,255,A,IV,3,A3.000000IV,0,2.56482e+07,0,14,0,7.48824,10.7,15.0107,7940.73,4.34126,0,2.25452e+08,0.748824,299.53,18.7906,0,0,0,0,0,0,3,No Gas Giant
0357100000,14116,14150,18803,Gl 120.2,,,51 Arietis,Ari,12.9095,13.1866,9.24467,-5.33e-06,2.81e-05,-1.07e-05,20.6398,255,247,248,G,V,8,G8.000000V,0,1.86645e+07,0,11,0,1.11847,8.4,0.834834,5648,1.22445,0,5.77019e+07,0.111847,44.7388,4.43141,0,0,0,0,0,0,2,No Gas Giant
0358100000,14131,14165,0,Gl 121.1,,,,Eri,13.0011,13.3034,-6.10368,-2.39e-05,3.01e-05,1.47e-05,19.5771,255,197,111,M,V,2.5,M2.500000V,0,2.06372e+07,0,9,0,0.507,2.6,0.00654033,3564,0.454,0,9.14877e+06,0.0507,20.28,0.392231,0,0,0,0,0,0,1,No Gas Giant
0359100000,14224,14258,19019,,,,,Cet,21.4047,22.1356,3.30882,-2.56e-05,2.36e-05,7.23e-06,30.9693,255,239,221,G,V,0,G0.000000V,0,2.01374e+07,0,12,0,1.31678,8.3,1.42561,6096,1.23839,0,7.83054e+07,0.131678,52.6712,5.79084,0,0,0,0,0,0,4,No Gas Giant
0360100000,14250,14286,18757,GJ 3194A,,,,Cas,7.97259,8.26745,21.3358,-9.89e-06,0.00011174,-3.52e-05,24.2307,255,244,235,G,V,1.5,G1.500000V,0,1.88249e+07,0,11,0,1.32294,11,1.12928,5736.59,1.42373,0,6.14083e+07,0.132294,52.9176,5.15397,0,0,0,0,0,0,2,No Gas Giant
0361100000,14409,14445,19305,Gl 123,,,,Cet,9.95833,10.5348,0.497411,-3.96e-05,-1.99e-06,-6.61e-05,14.5054,255,198,108,M,V,0,M0.000000V,0,8.3864e+06,0,7,0,0.198866,10.1,0.0431718,3833.26,1.07835,0,1.2243e+07,0.0198866,7.95464,1.00772,0,0,0,0,0,0,2,Conventional Gas Giant
0362100000,14442,14478,0,GJ 3199A,,,,Per,14.2629,15.1427,17.6786,2.11e-05,-5.17e-05,-5.34e-05,27.3,255,216,181,K,V,5,K5.000000V,0,1.61166e+07,0,11,0,1.42496,1.2,0.0887973,8612.74,2.09221,0,3.12016e+08,0.142496,56.9984,1.44525,0,0,0,0,0,0,2,No Gas Giant
0363100000,14465,14501,19467,GJ 3200,,,,Eri,20.5111,21.863,-7.34218,2.88e-06,1.33e-06,-4.09e-05,30.8642,255,244,235,G,V,3,G3.000000V,0,1.66652e+07,0,10,0,1.00182,5.7,1.35145,5747,1.37569,0,6.18552e+07,0.100182,40.0728,5.63822,0,0,0,0,0,0,3,No Gas Giant
0364100000,14519,14555,0,GJ 1054A,,,,For,11.5425,12.3702,-9.07937,1.95e-05,-2.54e-05,-9.8e-06,19.2012,255,198,109,M,V,1,M1.000000V,0,1.98756e+07,0,0,0,0.636,1.55,0.0264728,3903,0.614,0,1.31585e+07,0.0636,25.44,0.789118,0,0,0,0,0,0,0,Epistellar Gas Giant
0365100000,14533,14568,0,GJ 3203,,,,For,19.4648,20.8938,-13.1702,-2.85e-05,3.72e-05,1.69e-05,31.4465,255,227,196,K,V,7,K7.000000V,0,2.03186e+07,0,9,0,0.669,9.9,0.0696947,3978,0.618,0,1.41994e+07,0.0669,26.76,1.28039,0,0,0,0,0,0,2,No Gas Giant
0366100000,14540,14576,19356,,Algol,Beta Persei,26 Persei,Per,14.1894,15.2388,18.0721,1.96e-06,2.57e-06,2.54e-06,27.571,160,182,255,B,V,8,B8.000000V,0,2.10438e+07,0,13,0,3.17,1.45,96.5606,13000,2.73,0,1.61952e+09,0.317,126.8,47.6586,0,0,0,0,0,0,2,No Gas Giant
0367100000,14551,14587,19819,GJ 1056,,,,Hor,7.35182,7.90969,-18.8347,-8e-06,2.39e-05,6.93e-06,21.7108,255,216,181,K,V,5,K5.000000V,0,1.63237e+07,0,11,0,1.45883,12.2,0.0803896,8966.01,2.08793,0,3.66445e+08,0.145883,58.3531,1.37512,0,0,0,0,0,0,2,No Gas Giant
0368100000,14553,14589,0,,,,,For,12.8599,13.8399,-8.47993,-5.09e-06,-4.36e-06,-1.48e-05,20.7082,255,238,221,K,V,9,K9.000000V,0,1.67197e+07,0,11,0,1.57301,4.1,0.01692,10063.9,2.14599,0,5.81674e+08,0.157301,62.9205,0.630873,0,0,0,0,0,0,2,No Gas Giant
0369100000,14557,14593,0,,,,,For,19.7574,21.2667,-13.026,-5.43e-06,-9.63e-06,-2.4e-05,31.8167,255,210,161,K,V,4,K4.000000V,0,1.62742e+07,0,12,0,1.44098,3.7,0.0789223,8632.4,2.07497,0,3.14875e+08,0.144098,57.6392,1.36252,0,0,0,0,0,0,2,No Gas Giant
0370100000,14587,14623,19632,,,,,For,18.2719,19.7447,-12.4804,-1.82e-05,2.81e-05,1.78e-05,29.656,255,241,229,G,V,5,G5.000000V,0,1.98731e+07,0,10,0,1.02166,4.2,0.929822,5769.06,0.986564,0,6.28105e+07,0.102166,40.8664,4.67672,0,0,0,0,0,0,1,No Gas Giant
0371100000,14596,14632,19373,Gl 124,,Iota Persei,,Per,4.63479,5.01683,8.02907,-2.27e-05,7.05e-05,3.55e-05,10.5407,255,239,221,G,V,0,G0.000000V,0,1.71854e+07,0,0,0,1.16314,6.1,2.3206,5938,1.50197,0,7.04973e+07,0.116314,46.5256,7.38825,0,0,0,0,0,0,0,Epistellar Gas Giant
0372100000,14597,14633,0,Gl 122,,,,Cas,3.48496,3.77247,20.6618,2.42e-05,5.56e-05,2.16e-05,21.2902,255,198,108,M,V,0,M0.000000V,0,8.27472e+06,0,0,0,0.20153,4.9,0.0466015,4190.35,1.12249,0,1.74829e+07,0.020153,8.06118,1.04699,0,0,0,0,0,0,0,Eccentric Gas Giant
0373100000,14629,14665,0,,,,,Eri,15.0958,16.3971,-20.4092,-1.23e-05,5.6e-05,3.59e-05,30.2206,255,198,108,M,V,0,M0.000000V,0,8.30616e+06,0,0,0,0.198853,1.35,0.0128469,4040.84,1.09921,0,1.51182e+07,0.0198853,7.95411,0.54972,0,0,0,0,0,0,0,Eccentric Gas Giant
0374100000,14633,14669,0,Gl 125,,,,Per,7.44924,8.09484,11.2858,3.39e-05,-1.16e-05,-2.73e-05,15.7604,255,197,111,M,V,2,M2.000000V,0,1.98321e+07,0,0,0,0.659,3.7,0.0195524,3597,0.639,0,9.49234e+06,0.0659,26.36,0.678175,0,0,0,0,0,0,0,Eccentric Gas Giant
0375100000,14693,14729,0,,,,,Ari,17.194,18.8056,5.43965,-2.01e-05,2.39e-05,-1.9e-05,26.0552,255,205,152,K,V,3,K3.000000V,0,1.52143e+07,0,10,0,1.15711,2.5,0.104616,8408.71,1.90643,0,2.83484e+08,0.115711,46.2846,1.56871,0,0,0,0,0,0,4,No Gas Giant
0376100000,14695,14731,0,GJ 3205,,,,Cet,11.3527,12.4173,1.74128,1.09e-05,-3.66e-06,-4.5e-05,16.9147,255,197,111,M,V,2.5,M2.500000V,0,9.6117e+06,0,0,0,0.146023,10.1,0.00466015,3397.73,0.602796,0,7.55727e+06,0.0146023,5.8409,0.331087,0,0,0,0,0,0,0,Eccentric Gas Giant
0377100000,14718,14754,0,Gl 127.1A,,,,Hyi,2.51781,2.76018,-9.5337,-4.78e-06,-2.16e-06,-1.89e-06,10.2396,224,230,255,D,,3,D3.000000,0,1.33652e+08,0,0,0,0.819721,9.6,0.00253746,16414.2,0.0175011,0,4.11614e+09,0.0819721,32.7889,0.24431,0,0,8,32,2.66667,96,0,No Gas Giant
0377200000,118198,0,0,Gl 127.1B,,,,,2.49647,2.73689,-9.45232,-3.82e-06,2.9e-07,-9.2e-07,10.1523,255,245,242,G,V,7,G7.000000V,0.01882,1.84602e+07,0,0,1,2.00359,9.6,0.000115133,11615.4,2.24225,0,1.03216e+09,0.200359,80.1436,0.0520405,0.1,0.6,8,32,2.66667,96,0,Epistellar Gas Giant
0378100000,14777,14813,0,Gl 126,,,,Hor,14.0843,15.5405,-22.1148,7.49e-06,5.13e-05,4.08e-05,30.4785,255,198,109,M,V,1,M1.000000V,0,9.82565e+06,0,8,0,0.209296,7.3,0.0197697,4515.59,0.826778,0,2.35759e+07,0.0209296,8.37184,0.681933,0,0,0,0,0,0,3,No Gas Giant
0379100000,14843,14879,20010,Gl 127A,,Alpha Fornacis,,For,8.32977,9.25728,-6.89941,-1.73e-05,1.91e-05,4.69e-05,14.2369,230,233,255,F,V,6,F6.000000V,0,1.38752e+07,0,6,0,1.0214,2.9,5.33089,6181.28,2.02334,0,8.278e+07,0.10214,40.856,11.198,0,0,0.35,0.65,0.116667,1.95,1,No Gas Giant
0379200000,118197,0,0,Gl 127B,,,,For,8.25715,9.17642,-6.83884,-2.81e-06,3.1e-05,3.82e-05,14.1123,255,245,242,G,V,7,G7.000000V,51.7929,1.80843e+07,0,0,1,1.96089,2.9,0.36241,11218.3,2.28665,0,8.98101e+08,0.196089,78.4357,2.91972,20,0.3,0.35,0.65,0.116667,1.95,0,Eccentric Gas Giant
0380100000,14917,14954,19994,Gl 128A,,,94 Ceti,Cet,15.0481,16.8265,-0.471316,-2.8e-06,2.86e-05,-7.99e-06,22.5785,230,234,255,F,V,8.5,F8.500000V,0,1.42317e+07,1,0,0,1.36,2.9,4.16102,6188,2.56082,0,8.31406e+07,0.136,54.4,9.89331,0,0,6,18,2,54,0,Epistellar Gas Giant
0380200000,118199,0,0,Gl 128B,,,,Cet,14.9137,16.6754,-0.466532,-1.55e-05,1.36e-05,-6.77e-06,22.3764,255,238,221,K,V,9,K9.000000V,0.0959802,1.69728e+07,0,0,1,1.57089,2.9,0.0109547,9517.67,2.07966,0,4.65302e+08,0.157089,62.8358,0.507624,0.3,0.5,6,18,2,54,0,Epistellar Gas Giant
0381100000,15050,15087,0,Wo 9111,,,,Per,11.562,13.1337,22.679,3.45e-05,-1.67e-05,-7.9e-05,28.6451,255,227,196,K,V,7,K7.000000V,0,1.59441e+07,0,12,0,1.36254,7.2,0.0542001,9596.51,2.04408,0,4.80911e+08,0.136254,54.5015,1.12912,0,0,0,0,0,0,4,No Gas Giant
0382100000,15057,15095,20280,Gl 131,,,,For,11.3303,12.8907,-8.53673,-3.41e-06,2.66e-05,1.36e-06,19.1681,255,222,195,K,V,5.5,K5.500000V,0,1.64005e+07,0,11,0,1.04822,0.55,0.0687385,6978.16,1.48625,0,1.34455e+08,0.104822,41.9288,1.27157,0,0,0,0,0,0,1,No Gas Giant
0383100000,15061,15099,20165,Wo 9112,,,,Cet,14.7667,16.8066,3.53573,-4.29e-05,1.8e-05,-4.73e-05,22.6501,255,209,174,K,V,1,K1.000000V,0,1.91537e+07,0,11,0,0.935602,6.1,0.32961,5098,0.972606,0,3.83011e+07,0.0935602,37.4241,2.78446,0,0,0,0,0,0,4,No Gas Giant
0384100000,15093,15131,20407,Gl 132,,,,Hor,11.1404,12.7151,-17.302,2.14e-05,8.4e-07,8.68e-06,24.1896,255,241,229,G,V,5,G5.000000V,0,1.99561e+07,0,10,0,1.06853,3.6,1.01672,5876.08,1.02326,0,6.76025e+07,0.106853,42.7412,4.89037,0,0,0,0,0,0,2,Conventional Gas Giant
0385100000,15163,15201,21024,,,Iota Hydri,,Hyi,4.25647,4.89483,-28.9923,-3.8e-06,2.05e-05,-1.7e-05,29.7089,234,235,255,F,IV,5,F5.000000IV,0,1.78195e+07,0,0,0,1.55054,4.4,4.80397,6612,1.86228,0,1.08378e+08,0.155054,62.0216,10.6302,0,0,0,0,0,0,0,Epistellar Gas Giant
0386100000,15182,15220,0,Gl 130.1A,,,,Cam,4.97246,5.73178,12.2227,-2.32e-06,4.32e-05,7.16e-06,14.3864,255,198,108,M,V,0,M0.000000V,0,2.06444e+07,0,0,0,0.523,6.3,0.0110662,3444,0.468,0,7.97745e+06,0.0523,20.92,0.510202,0,0,48,192,16,576,0,No Gas Giant
0386200000,118207,0,0,Gl 130.1B,,,,Cam,4.65286,5.36284,11.4374,-2.68e-06,4.4e-05,7.07e-06,13.4608,255,197,111,M,V,2,M2.000000V,1552.93,9.65052e+06,0,0,1,0.193535,6.3,0.00522396,4718.15,0.792519,0,2.80995e+07,0.0193535,7.74141,0.350543,120,0.6,48,192,16,576,0,No Gas Giant
0387100000,15196,15234,0,,,,,Per,16.1228,18.6204,19.3121,-1.97e-05,0.00014876,-0.00012701,31.2989,255,227,196,K,sd,7,sdK7.000000,0,2.05713e+07,0,12,0,1.24596,6.4,0.0460469,9428.16,1.12287,0,4.48042e+08,0.124596,49.8382,1.04074,0,0,0,0,0,0,4,No Gas Giant
0388100000,15274,15312,0,,,,,For,16.9736,19.8008,-13.6904,-3.84e-05,2.82e-05,-6.83e-06,29.4551,255,197,111,M,V,1.5,M1.500000V,0,9.92676e+06,0,5,0,0.145003,2.9,0.017636,3407.13,0.561195,0,7.64132e+06,0.0145003,5.80013,0.644083,0,0,0,0,0,0,3,No Gas Giant
0389100000,15285,15323,20367,,,,,Ari,14.8583,17.3458,13.7924,1.56e-05,-2.27e-06,-3.47e-06,26.6809,230,234,255,F,V,8,F8.000000V,0,1.94337e+07,0,15,0,3.15146,3.8,1.70765,15162.2,3.18239,0,2.99685e+09,0.315146,126.058,6.33785,0,0,0,0,0,0,4,No Gas Giant
0390100000,15293,15330,20766,Gl 136,,Zeta-1 Reticuli,,Ret,3.59606,4.20187,-10.6583,-3.36e-05,8.05e-05,6.32e-06,12.0077,255,244,235,G,V,2.5,G2.500000V,0,2.03956e+07,0,10,0,0.964673,10.2,0.770549,5743.62,0.884416,0,6.17099e+07,0.0964673,38.5869,4.25737,0,0,0,0,0,0,2,No Gas Giant
0391100000,15294,15332,0,GJ 3215,,,,Ari,12.7052,14.8436,9.21572,-5.18e-05,6.58e-05,-3.45e-05,21.6029,255,197,111,M,V,2.5,M2.500000V,0,9.83784e+06,0,7,0,0.150824,3.2,0.00746793,3547.11,0.59432,0,8.9766e+06,0.0150824,6.03294,0.419123,0,0,0,0,0,0,3,No Gas Giant
0392100000,15322,15360,0,,,,,For,12.8754,15.0839,-11.6368,2.81e-06,-2.67e-05,-3.15e-05,22.9938,255,198,109,M,V,1,M1.000000V,0,2.04647e+07,0,10,0,0.593,0,0.0181635,3823,0.54,0,1.21124e+07,0.0593,23.72,0.653645,0,0,0,0,0,0,3,No Gas Giant
0393100000,15328,15366,275122,Gl 134,,,,Per,8.42449,9.87467,10.2334,-1.06e-05,4.24e-05,-3.82e-05,16.5289,255,197,111,M,V,1.5,M1.500000V,0,1.99008e+07,0,0,0,0.621,11.1,0.0182138,3666,0.598,0,1.02419e+07,0.0621,24.84,0.654548,0,0,0,0,0,0,0,Eccentric Gas Giant
0394100000,15333,15371,20807,Gl 138,,Zeta-2 Reticuli,,Ret,3.60356,4.2272,-10.6734,-3.38e-05,8e-05,6.98e-06,12.0322,255,237,222,G,V,1,G1.000000V,0,1.99091e+07,0,12,0,1.01078,2.8,1.01111,5866.4,0.972524,0,6.71581e+07,0.101078,40.431,4.87688,0,0,0,0,0,0,2,No Gas Giant
0395100000,15368,15406,0,GJ 3216,,,,Per,14.3595,16.9079,14.2224,-1.53e-05,2.12e-05,-9.7e-06,26.3505,255,198,109,M,V,1,M1.000000V,0,9.81222e+06,0,7,0,0.209308,7.7,0.0177664,4338.29,0.829091,0,2.00856e+07,0.0209308,8.37233,0.64646,0,0,0,0,0,0,2,Conventional Gas Giant
0396100000,15400,15439,0,,,,,For,10.4898,12.3878,-11.9645,7.41e-06,-1.58e-05,-9.86e-06,20.1654,255,197,111,M,V,2,M2.000000V,0,2.06339e+07,0,10,0,0.518,2.1,0.00650429,3492,0.464,0,8.43157e+06,0.0518,20.72,0.391149,0,0,0,0,0,0,1,Conventional Gas Giant
0397100000,15403,15442,20619,Gl 135,,,,Eri,16.2731,19.228,-1.25103,-9.03e-06,3.69e-05,-1.36e-05,25.2207,255,244,235,G,V,1.5,G1.500000V,0,2.04994e+07,0,10,0,1.04155,9.1,0.838687,5732,0.945252,0,6.1212e+07,0.104155,41.662,4.44162,0,0,0,0,0,0,4,No Gas Giant
0398100000,15419,15457,20630,Gl 137,,Kappa-1 Ceti,96 Ceti,Cet,5.88441,6.97323,0.537318,3.18e-06,2.22e-05,5.27e-06,9.1399,255,241,229,G,V,5,G5.000000V,0,1.84058e+07,0,11,0,1.01445,9.1,0.843335,5711.88,1.14201,0,6.0357e+07,0.101445,40.578,4.45391,0,0,0,0,0,0,2,Eccentric Gas Giant
0399100000,15471,15510,20794,Gl 139,82 G. Eri,,,Eri,2.83924,3.3815,-4.1275,-1.72e-05,0.00011797,-4.5e-05,6.0434,255,243,236,G,V,6,G6.000000V,0,1.70345e+07,4,10,0,0.7,11.3,0.628637,5401,0.92,0,4.82512e+07,0.07,28,3.8454,0,0,0,0,0,0,2,No Gas Giant
0400100000,15524,15563,0,,,,,Cet,19.7876,23.6838,4.58729,-2.65e-05,2.21e-05,3.8e-07,31.2012,255,210,161,K,V,4.5,K4.500000V,0,1.59698e+07,0,9,0,1.01378,9.3,0.117058,5998.61,1.51599,0,7.34199e+07,0.101378,40.5513,1.65936,0,0,0,0,0,0,4,No Gas Giant
0401100000,15599,15638,0,Gl 133,,,,Cep,1.56136,1.88339,13.8282,-3.49e-05,1.74e-06,-6.89e-06,14.043,255,197,111,M,V,2,M2.000000V,0,2.05309e+07,0,8,0,0.462,5.4,0.00563378,3604,0.418,0,9.56645e+06,0.0462,18.48,0.364034,0,0,0,0,0,0,3,No Gas Giant
0402100000,15634,15673,232781,GJ 3217,,,,Per,9.08389,11.0111,18.49,4.24e-05,-3.87e-06,-1.85e-05,23.359,255,210,161,K,V,3.5,K3.500000V,0,1.64801e+07,0,10,0,1.08136,8.7,0.113972,6192.45,1.51844,0,8.33798e+07,0.108136,43.2544,1.63735,0,0,0,0,0,0,3,No Gas Giant
0403100000,15686,15725,21021,,,,,For,15.9747,19.4807,-14.656,4.87e-06,1.76e-05,2.87e-05,29.146,255,210,161,K,V,4,K4.000000V,0,1.60601e+07,0,11,0,1.36034,2.8,0.143615,8735.61,2.01141,0,3.30206e+08,0.136034,54.4138,1.83798,0,0,0,0,0,0,3,Conventional Gas Giant
0404100000,15735,15774,21209,Gl 140.1A,,,,Hor,7.81789,9.59305,-14.744,-1.1e-05,2.32e-05,2.55e-05,19.2493,255,210,161,K,V,3.5,K3.500000V,0,1.61321e+07,0,8,0,1.01401,0.3,0.119344,6368.19,1.48596,0,9.3256e+07,0.101401,40.5603,1.67549,0,0,0.45,0.45,0.15,1.35,2,No Gas Giant
0404200000,15732,15771,0,Gl 140.1B,,,,Hor,7.91287,9.70773,-14.9226,-1.01e-05,2.25e-05,2.53e-05,19.4818,255,224,188,K,V,8,K8.000000V,7.50926,1.99301e+07,0,0,1,0.602,0.3,0.0264972,3872,0.578,0,1.27454e+07,0.0602,24.08,0.789481,4.5,0,0.45,0.45,0.15,1.35,0,Eccentric Gas Giant
0405100000,15758,15797,0,,,,,Per,11.7036,14.3959,17.8897,6.62e-06,3.21e-05,-3.01e-05,25.7732,255,205,152,K,V,3,K3.000000V,0,1.56332e+07,0,12,0,1.17011,11.3,0.148047,8052.7,1.82591,0,2.38439e+08,0.117011,46.8042,1.86613,0,0,0,0,0,0,4,No Gas Giant
0406100000,15760,15799,21175,GJ 3222A,,,,Eri,8.40796,10.3449,-11.2162,-1.22e-06,3.95e-06,2.73e-06,17.4216,255,202,157,K,V,0,K0.000000V,0,1.85321e+07,0,0,0,0.836641,9.4,0.459198,5257.46,0.929053,0,4.33227e+07,0.0836641,33.4656,3.28656,0,0,0,0,0,0,0,Epistellar Gas Giant
0407100000,15805,15844,0,Gl 140A,,,,Ari,11.2168,13.865,7.8602,-1.29e-05,1.67e-05,-1.12e-05,19.4894,255,198,109,M,V,1,M1.000000V,0,1.97757e+07,0,6,0,0.685,2.6,0.0233131,3642,0.668,0,9.97635e+06,0.0685,27.4,0.740528,0,0,0,0,0.116667,1.95,5,No Gas Giant
0407200000,118217,0,0,Gl 140B,,,,Ari,11.3883,14.0755,7.98032,-1.11e-05,1.48e-05,-1.02e-05,19.7863,255,195,112,M,V,3,M3.000000V,85.4504,1.44545e+07,0,5,1,0.410624,2.6,0.00540505,4862.55,0.749526,0,3.17007e+07,0.0410624,16.4249,0.356568,20,0.3,0.35,0.65,0.116667,1.95,2,No Gas Giant
0407300000,118218,0,0,Gl 140C,,,,Ari,11.3821,14.0825,7.9766,-1.11e-05,1.48e-05,-1.02e-05,19.7863,255,197,111,M,V,2.5,M2.500000V,8.5284,1.00907e+07,0,0,2,0.157235,2.6,0.00598136,3617.81,0.58892,0,9.71387e+06,0.0157235,6.2894,0.375095,4.5,0.9,45,855,15,2565,0,Epistellar Gas Giant
0408100000,15880,15919,21197,Gl 141,,,,Eri,9.592,11.9509,-1.43878,1.38e-06,-2.57e-05,-5.58e-05,15.3917,255,210,161,K,V,4,K4.000000V,0,1.64112e+07,0,12,0,1.40159,10.7,0.148047,8140.17,1.98469,0,2.48969e+08,0.140159,56.0635,1.86613,0,0,0,0,0,0,3,No Gas Giant
0409100000,15934,15973,0,,,,,Eri,10.6296,13.3228,-15.8861,-3.48e-05,1.48e-05,-1.09e-05,23.2992,255,198,108,M,V,0.5,M0.500000V,0,7.95237e+06,0,7,0,0.143645,7.5,0.0148184,2990.46,0.866262,0,4.53487e+06,0.0143645,5.7458,0.590394,0,0,0,0,0,0,4,No Gas Giant
0410100000,15973,16012,21411,Gl 141.2,,,,For,15.6121,19.6598,-14.8574,-2.78e-06,4.59e-05,1.71e-05,29.1715,255,247,248,G,V,8,G8.000000V,0,2.07633e+07,1,11,0,0.952078,3,0.522396,5466.99,0.842226,0,5.0653e+07,0.0952078,38.0831,3.50543,0,0,0,0,0,0,2,No Gas Giant
0411100000,16030,16069,21749,Gl 143,,,,Ret,4.64327,5.88928,-15.0412,-1.78e-05,2.44e-05,-6.15e-05,16.8067,255,210,161,K,V,4.5,K4.500000V,0,1.63395e+07,2,12,0,1.00902,10.9,0.144145,6211.69,1.44136,0,8.44213e+07,0.100902,40.3607,1.84137,0,0,0,0,0,0,4,No Gas Giant
0412100000,16051,16090,0,,,,,Ari,16.5158,20.9951,13.8381,1.38e-05,-6.01e-06,-7.3e-06,30.0842,255,198,109,M,V,1,M1.000000V,0,9.69589e+06,0,6,0,0.205304,5.2,0.0153038,4420.02,0.832862,0,2.16427e+07,0.0205304,8.21217,0.599987,0,0,0,0,0,0,2,No Gas Giant
0413100000,16095,16134,21531,Gl 142,,,,Eri,7.24232,9.2592,-4.23316,6.8e-07,5.37e-05,4.18e-06,12.4938,255,216,181,K,V,5,K5.000000V,0,1.66835e+07,0,12,0,1.46683,1.15,0.0598687,8674.56,2.00981,0,3.21071e+08,0.146683,58.6732,1.1867,0,0,0,0,0,0,4,No Gas Giant
0414100000,16171,16209,0,,,,,Per,12.38,15.9725,15.4408,-6.03e-05,0.00014767,-0.00010441,25.4323,255,227,196,K,sd,7,sdK7.000000,0,2.01871e+07,0,11,0,1.22246,0,0.020455,9325.78,1.14403,0,4.28897e+08,0.122246,48.8984,0.693652,0,0,0,0,0,0,2,No Gas Giant
