uniqueID,numberOfStars,systemAge,gardenWorldPresent,cartesianX,cartesianY,cartesianZ,cartesianVelocityX,cartesianVelocityY,cartesianVelocityZ
0681000000,1,4.2,0,-0.360693,12.2784,-23.7815,-9.01e-06,2e-05,1.04e-05
0682000000,1,9.2,0,-0.344573,10.2136,-4.92813,1.03e-05,-4.53e-06,-1.01e-05
0683000000,1,2.3,0,-0.317036,9.1695,22.6825,5.28e-06,1.32e-05,-3.48e-06
0684000000,1,4.9,0,-1.19967,28.6277,2.84422,-8.4e-06,-9.9e-07,6.38e-06
0685000000,1,1.4,0,-0.119802,2.67922,-9.83915,-5.98e-06,-1.03e-06,-3.72e-05
0686000000,1,5.9,0,-0.058,1.28583,9.28391,-4.86e-06,5.71e-05,-2.96e-05
0687000000,1,11.5,0,-0.246337,5.33389,-2.14267,3.93e-06,-2.3e-06,-2.05e-05
0688000000,2,0.15,0,-1.01601,21.3159,3.88547,-1.026e-05,7.328e-05,-8.78e-05
0689000000,1,12.9,0,-0.566975,11.806,-25.5868,-1.92e-05,-9.49e-05,-4.33e-05
0690000000,1,5.4,0,-1.22232,23.3048,2.77576,-1.97e-05,-5.09e-05,-3.5e-05
0691000000,1,5.7,0,-1.0162,17.613,3.31031,-7.41e-06,1.04e-05,-2.43e-05
0692000000,1,8.5,0,-0.6671,11.2385,22.4765,-2.25e-05,2.92e-05,5.21e-06
0693000000,1,6.3,0,-0.917305,15.2657,-6.76486,2.33e-06,2.48e-05,-1.05e-06
0694000000,1,8.8,0,-1.91456,30.4159,2.75642,-1.36e-05,7.92e-05,-3.53e-05
0695000000,1,9.2,0,-1.27304,19.6224,6.83085,7.02e-06,4.1e-05,-5.33e-06
0696000000,1,1.25,0,-0.649602,9.84497,-29.838,1.48e-06,1.24e-05,-1.1e-05
0697000000,2,4.3,0,-1.41955,20.0522,4.76694,4.15e-06,5.12e-05,-4.754e-05
0698000000,1,0.65,0,-1.34841,18.7611,4.09156,-8.09e-06,4.43e-06,1.89e-05
0699000000,1,8.4,0,-1.4665,20.1385,9.50416,-9.6e-06,5.95e-05,-2.18e-05
0700000000,2,0.65,0,-2.88452,38.308,3.43521,3.94e-05,1.916e-05,3.2e-05
0701000000,1,3.4,0,-2.38725,29.7214,-7.36178,-1.09e-05,1.13e-05,4.93e-05
0702000000,1,2.4,0,-2.26919,26.3749,7.59745,-1.33e-06,4.27e-05,1.02e-05
0703000000,1,10.9,0,-1.45188,16.5102,-18.893,-2.99e-05,1.34e-05,-6.76e-05
0704000000,1,7.9,0,-2.50552,28.3249,1.12166,1.69e-05,2.03e-06,-1.35e-05
0705000000,1,4.4,0,-2.4398,25.8681,-10.6112,-2.26e-06,-1.26e-05,-3.03e-05
0706000000,1,7,0,-2.19982,22.9544,-9.65705,7.52e-05,2.04e-05,3.12e-05
0707000000,1,3,0,-1.15858,11.755,-20.6404,6.6e-07,6.52e-06,3.67e-06
0708000000,1,4.3,0,-2.66784,26.5394,-12.1872,4e-07,2.8e-07,5.3e-07
0709000000,1,2.1,0,-1.75864,17.3289,2.72988,-1.74e-05,-2.94e-06,7.46e-06
0710000000,1,0,0,-2.17618,20.3582,-18.9908,-1.35e-06,0.00011114,4.09e-05
0711000000,1,5.7,0,-1.51213,14.1241,-28.4022,-2.38e-06,-5.74e-06,-2.9e-05
0712000000,1,8,0,-2.06558,19.0672,-10.535,1.85e-05,-8.17e-06,-9.05e-06
0713000000,1,6.9,0,-1.58921,13.8565,4.73636,8.96e-06,-3.37e-06,-1.39e-05
0714000000,2,4,0,-6.22346,52.2205,-25.4864,4.96e-05,1.18e-05,-7.18e-05
0715000000,1,3.1,0,-2.47387,19.6053,14.6115,3.3e-05,1.66e-05,-2.35e-05
0716000000,1,7,0,-3.35083,26.2554,13.4915,3.74e-05,-1.17e-05,-7.6e-05
0717000000,2,10.8,0,-1.05315,8.16649,-0.404604,-2.97e-05,1.203e-05,-2.71e-05
0718000000,1,5.7,0,-3.63396,27.4899,-5.79741,2.09e-05,5.01e-06,1.06e-05
0719000000,1,9.8,0,-4.19449,30.6357,3.18285,2.32e-05,4.15e-06,-9.4e-06
0720000000,1,11.3,0,-3.78398,27.4827,1.41083,1.48e-05,1.96e-06,1.57e-06
0721000000,1,4.8,0,-2.35041,16.8028,-16.1197,2.84e-05,2.2e-05,-2.13e-05
0722000000,1,5.5,0,-1.40247,9.99636,-25.9036,1.54e-05,-5.42e-05,-2.4e-05
0723000000,1,2.8,0,-3.47864,24.7227,17.1744,3.18e-05,2.49e-05,-2.71e-05
0724000000,1,8.8,0,-3.31483,23.477,-12.0979,-6.36e-05,8.05e-05,-8.06e-05
0725000000,1,3.8,0,-2.39478,16.8809,5.46744,-3.08e-06,-1.26e-06,2.55e-06
0726000000,1,13.2,0,-5.00505,34.2975,3.31482,-1.989e-05,2.78e-06,-1.587e-05
0727000000,1,1.75,0,-0.328154,2.21413,-8.73663,1.08e-05,1.35e-05,3.02e-06
0728000000,1,6.9,0,-0.316527,2.13191,-8.4095,1.13e-05,1.23e-05,2.68e-06
0729000000,1,0.65,0,-1.26363,8.49749,-14.0348,2.49e-05,4.98e-05,4.71e-05
0730000000,1,5,0,-2.3622,14.7875,-12.5684,2.08e-05,5.94e-06,3.09e-06
0731000000,1,1.05,0,-2.97185,18.4078,-6.51368,-6.17e-06,7.8e-07,-7.7e-06
0732000000,1,1.15,0,-1.59336,9.73352,-11.7703,-1.35e-05,9.22e-06,-1.19e-05
0733000000,1,10.1,0,-1.50077,9.1697,2.94122,4.58e-05,-5.27e-05,-2.37e-06
0734000000,1,7.1,0,-4.29353,25.9597,5.67959,-1.8e-07,6.15e-05,-2.49e-05
0735000000,1,3.4,0,-1.67553,10.0109,-18.7203,1.41e-06,2.29e-05,-2.55e-05
0736000000,1,2.9,0,-1.29241,7.39997,-10.9749,2.49e-05,5.04e-06,4.6e-07
0737000000,1,3.6,0,-1.84566,10.5118,-19.6387,1.93e-06,7.67e-06,3.92e-06
0738000000,1,0,0,-2.85479,15.6848,7.08396,-1.14e-05,-3.48e-05,-3.99e-05
0739000000,1,1.4,0,-4.33354,23.5759,-17.1322,-2.88e-05,-5e-06,4.1e-07
0740000000,1,9,0,-5.29626,28.5158,-7.88837,2.57e-05,-2.3e-07,-1.81e-05
0741000000,1,6.6,0,-3.7648,19.2221,16.8021,-2.31e-05,-7.68e-06,3.6e-06
0742000000,1,1.05,0,-1.31903,6.66746,20.7793,2.37e-06,5.3e-05,-2.98e-05
0743000000,1,5.3,0,-4.68886,23.6448,-12.4639,-5.2e-07,6.79e-06,4e-05
0744000000,2,3.1,0,-0.988702,4.95355,-1.51696,1.721e-05,-1.507e-05,-2.69e-05
0745000000,1,6.9,0,-3.44457,17.2035,4.0169,3.25e-06,3.49e-05,-9.39e-06
0746000000,1,11,0,-4.0763,20.3158,-12.8442,2.2e-05,1.35e-05,-4.78e-05
0747000000,1,5.5,0,-4.41727,21.6708,14.12,6.39e-05,-2.42e-05,-8.38e-06
0748000000,1,2.5,0,-0.64867,3.1716,17.5776,-2.48e-06,5.5e-05,6.32e-06
0749000000,1,0.2,0,-2.45264,11.8593,11.5233,5.48e-06,-2.64e-05,-7.13e-06
0750000000,1,6.9,0,-2.57639,12.2171,9.58616,-5.51e-06,0.00010959,-6.79e-06
0751000000,1,1,0,-2.90646,13.618,-26.1241,1.13e-06,4.17e-05,-2.25e-06
0752000000,1,7.5,0,-4.83451,21.9897,15.8476,-2.57e-05,1.87e-05,-3.38e-05
0753000000,1,11.1,0,-3.74871,16.9407,-18.357,-1.02e-05,4.63e-05,1.66e-05
0754000000,1,2.9,0,-1.77939,8.03456,14.4482,-7.82e-06,-5.86e-05,-3.07e-05
0755000000,1,4.2,0,-6.5291,28.9539,-0.280201,3.3e-07,-1.59e-05,-2.68e-05
0756000000,1,7.3,0,-2.80262,12.2516,13.6523,8.01e-06,6.46e-05,-2.55e-05
0757000000,1,4.2,0,-4.09547,17.842,-17.6084,-6.16e-06,-3.79e-06,-2.4e-06
0758000000,1,6.1,0,-6.57229,28.4452,-5.78308,7.94e-06,2.23e-06,1.96e-06
0759000000,2,8.8,0,-3.92248,16.8891,-1.57216,4.84e-05,-6.03e-06,1.39e-06
0760000000,1,8.5,0,-6.58919,27.9866,-12.2682,-3.34e-05,-3.24e-06,1.06e-05
0761000000,1,10.9,0,-5.26836,22.129,-12.3713,-4.34e-05,2.9e-05,-8.4e-05
0762000000,1,0.8,0,-1.19228,4.95947,9.15366,-3.47e-05,3.69e-05,-2.45e-05
0763000000,2,4,0,-11.7891,48.5078,11.6892,-2.61e-05,3.62e-05,-1e-05
0764000000,1,8.4,0,-6.44973,26.5012,12.2838,3.9e-06,6.85e-06,-1.27e-05
0765000000,1,10.9,0,-1.10658,4.538,3.06454,1.24e-05,3.24e-05,5.77e-06
0766000000,1,7.9,0,-3.72316,15.1263,7.38878,6.45e-06,-1.37e-05,-4.72e-06
0767000000,1,10,0,-6.67573,26.9633,-10.1852,-9.47e-06,7.59e-06,2.54e-06
0768000000,1,0,0,-3.6183,14.5477,21.9255,-9.82e-06,-7.21e-06,3.16e-06
0769000000,1,6.3,0,-4.59144,18.2561,15.8374,-3.13e-05,6.78e-05,-6.34e-06
0770000000,1,4,0,-7.63621,30.306,0.633971,3.95e-06,-1.01e-05,-8.78e-05
0771000000,1,3.5,0,-6.83996,27.0055,-10.7728,-2e-08,2.2e-07,5.5e-07
0772000000,1,7.1,0,-3.88864,15.2897,9.38843,-7.94e-06,1.45e-06,-2.13e-05
0773000000,2,4,0,-2.86273,11.1144,-11.1966,8.48e-05,1.791e-05,-3.92e-06
0774000000,1,13.4,0,-5.71737,22.0298,9.41611,-4.41e-06,-5.79e-06,1.09e-05
0775000000,1,0,0,-5.33326,20.4622,-4.87872,-2.78e-06,-1.22e-05,-1.32e-05
0776000000,1,11.5,0,-2.27483,8.49063,-16.0795,5.79e-06,3.37e-05,-7.84e-06
0777000000,1,0.9,0,-7.49926,27.8415,-2.70893,1.12e-06,5.83e-05,6.06e-06
0778000000,1,4,0,-8.08341,29.7864,-6.62004,1.17e-06,-1.82e-06,-9.62e-06
0779000000,1,10.6,0,-3.08688,11.3025,20.1578,1.84e-05,4.01e-06,5.7e-07
0780000000,1,0.15,0,-3.47711,12.7039,-6.40939,-1.75e-05,8.53e-06,-3.03e-06
0781000000,1,8.4,0,-7.46495,27.1047,3.41552,4.35e-06,7.2e-07,3.77e-06
0782000000,1,4.3,0,-3.54494,12.8604,15.014,-5.55e-05,1.17e-06,-4.53e-05
0783000000,1,5.9,0,-4.94918,17.6323,-2.18352,1.82e-05,1.66e-06,-2.78e-05
0784000000,1,1.5,0,-4.56264,16.0418,9.37348,-3.04e-05,5.4e-05,-5.42e-05
0785000000,1,2.3,0,-3.47006,12.1341,-12.0021,-1.82e-05,8.69e-05,-3.75e-05
0786000000,2,9,0,-7.4517,25.9999,-25.7651,-3.17e-05,0.0001782,-7.32e-05
0787000000,1,0.85,0,-4.36177,15.1377,-2.92226,3.63e-05,-9.26e-05,-4.62e-05
0788000000,1,3.6,0,-1.53235,5.30612,13.8707,-2.31e-05,-1.05e-05,1.45e-06
0789000000,1,0.75,0,-5.98925,20.3157,11.012,1.06e-05,-1.55e-05,-2.18e-05
0790000000,1,6.2,0,-8.39214,27.9421,12.9707,9.3e-06,1.64e-05,-2.93e-05
0791000000,1,1.4,0,-7.56749,25.0825,1.57828,-1.89e-06,1.59e-06,-3.44e-05
0792000000,1,12.5,0,-4.66538,15.4082,-6.32782,-1.38e-05,-1.09e-05,-1.65e-05
0793000000,1,0.5,0,-1.99004,6.52537,16.2301,2.27e-05,1.05e-05,-1.44e-06
0794000000,1,8.8,0,-5.65056,18.4618,11.0728,6.13e-06,3.79e-05,-1.7e-05
0795000000,1,10.4,0,-8.20578,26.7751,-4.92214,1.82e-05,3.42e-05,-8.6e-07
0796000000,1,3.9,0,-6.77971,21.6374,10.9266,6.1e-06,3.08e-05,-1.05e-05
0797000000,1,1.2,0,-1.48141,4.69627,3.92116,-1.75e-06,5.01e-05,1.51e-06
0798000000,1,5.4,0,-7.25835,22.7344,-6.14215,5.09e-05,2.57e-05,3.51e-05
0799000000,1,11.4,0,-3.1263,9.71852,-24.1948,1.2e-05,-7.78e-05,-3.28e-05
0800000000,1,4.2,0,-5.52356,17.1197,-21.0058,-4.26e-05,0.00013453,3.82e-06
0801000000,1,8.8,0,-7.48897,23.0213,-11.2333,1.41e-05,4.14e-06,-9.3e-07
0802000000,1,8.1,0,-5.09451,15.6353,21.2561,9.03e-06,3.12e-05,-2.08e-05
0803000000,1,4.5,0,-4.57015,13.9493,-15.6092,1.06e-05,1.28e-05,6.78e-06
0804000000,1,0.35,0,-2.74127,8.29877,-17.4112,1.15e-05,4.54e-05,4.27e-05
0805000000,1,9.7,0,-7.07871,21.1913,10.4238,6.07e-05,-2.76e-05,-3.29e-05
0806000000,1,0,0,-3.72614,10.8468,12.4027,-2.51e-05,6.58e-05,5.36e-05
0807000000,1,10.4,0,-3.50131,10.1212,5.49047,3.8e-07,5.64e-06,-1.02e-05
0808000000,1,8.7,0,-7.4963,21.4184,14.7885,-3.28e-06,3.25e-05,-6.43e-06
0809000000,2,3.5,0,-6.64632,18.9026,-21.4709,-3.112e-05,9.64e-05,1.19e-05
0810000000,2,2.3,0,-16.8731,47.5876,14.9951,1.315e-05,-1.96e-06,-1.205e-05
0811000000,1,3.9,0,-3.75078,10.5719,9.1732,1.23e-05,9.84e-06,-6.3e-06
0812000000,1,5.9,0,-5.5418,15.3255,10.5146,-2.42e-05,-5.3e-05,-6.55e-05
0813000000,2,10.1,0,-11.6162,31.8628,13.6908,7.04e-06,-1.001e-05,-6.49e-06
0814000000,1,4.8,0,-6.6602,18.2104,-25.0983,-5.81e-06,3.16e-05,-3.95e-06
0815000000,1,5.5,0,-3.29639,8.92179,23.147,1.19e-05,-7.62e-06,-5.09e-06
0816000000,1,5.5,0,-4.04366,10.6383,11.8213,1.15e-05,-3.95e-06,-3.55e-05
0817000000,1,8.6,0,-10.4217,27.3319,-10.6602,-3e-07,-1.87e-05,-4.76e-05
0818000000,1,11.6,0,-8.35047,21.815,5.37761,-2.7e-05,4.3e-05,-3.93e-05
0819000000,1,5.4,0,-10.7829,28.1659,5.70197,-1.24e-06,-2.5e-07,-1.11e-06
0820000000,1,0.1,0,-1.83261,4.74203,-29.3875,-2.7e-05,-9.6e-07,1.53e-06
0821000000,1,11.3,0,-8.38009,21.6694,-7.50068,5.98e-06,6.5e-07,-4.79e-06
0822000000,1,9.3,0,-8.79927,22.2123,-6.74731,-4.03e-06,-5.01e-06,-1.12e-05
0823000000,1,8.4,0,-10.4807,26.3242,11.1814,2.59e-05,6e-05,1.39e-05
0824000000,1,2.2,0,-9.1515,22.9499,-16.8639,1.89e-05,7.53e-05,-2.59e-05
0825000000,1,11.1,0,-1.40955,3.51486,0.346358,-1.9e-05,1.91e-05,-6.61e-05
0826000000,1,1.65,0,-5.26627,13.1293,-17.7222,2.84e-05,1.35e-05,-2.89e-06
0827000000,1,6.5,0,-6.68069,16.6446,7.2623,2.11e-05,1.39e-05,-1.25e-05
0828000000,1,8.6,0,-9.99473,24.7857,9.22552,-1.61e-05,-3.13e-06,-8.98e-06
0829000000,1,12.3,0,-8.07286,19.9368,18.4725,-1.57e-05,5.03e-06,2.78e-06
0830000000,1,9.7,0,-4.6331,11.3591,-0.706952,-2.3e-05,-1.23e-05,-4.72e-05
0831000000,1,2.9,0,-5.12555,12.551,-7.90532,1.11e-05,-9e-07,-8.64e-06
0832000000,1,3.1,0,-5.67253,13.8604,9.35597,-9.71e-06,-1.25e-05,1.27e-05
0833000000,2,5.7,0,-11.7768,28.7457,19.2496,-2.009e-05,-2.38e-05,2.92e-05
0834000000,1,8.8,0,-10.2717,24.9745,-3.57973,-1.05e-05,8e-06,1.53e-05
0835000000,1,8.4,0,-5.00864,12.102,15.429,-5.6e-06,-1.48e-05,-2.6e-05
0836000000,1,5.8,0,-6.68685,16.0034,-13.2316,4.54e-06,1.32e-05,-8.1e-07
0837000000,1,7.9,0,-7.79672,18.5639,5.25,-3.5e-05,6.37e-05,-1.14e-05
0838000000,2,2.8,0,-7.51439,17.7117,14.0941,1.942e-05,2.58e-05,-2.174e-05
0839000000,1,1.4,0,-3.58452,8.44116,23.4262,1.38e-05,2.2e-05,-1.41e-06
0840000000,1,4,0,-10.7882,25.3859,-4.3102,-8.88e-06,5.28e-05,-3.11e-05
0841000000,1,10.5,0,-6.22846,14.4954,11.9017,1.13e-05,-1.41e-05,-1.21e-05
0842000000,1,6.9,0,-8.04602,18.6412,23.9747,6.21e-05,3.55e-05,-6.77e-06
0843000000,1,5.5,0,-9.33824,21.4629,-9.59778,-1.94e-05,5.69e-05,-1.84e-05
0844000000,1,1.5,0,-11.6251,26.6372,-12.6213,1.43e-05,1.2e-06,2.17e-06
0845000000,1,13.4,0,-9.76173,22.3341,-2.94817,9.37e-06,3.42e-06,-5.1e-06
0846000000,1,9.8,0,-6.97933,15.9623,-23.0923,-8.05e-06,3.06e-05,2.36e-05
0847000000,1,3,0,-2.09092,4.78266,10.2185,2.32e-05,1.58e-05,-2.65e-06
0848000000,3,2.3,0,-16.0812,36.717,24.9337,3.313e-05,3.297e-05,-2.149e-05
0849000000,1,8.9,0,-9.9288,22.6582,10.1648,-2.21e-05,-4.54e-06,-1.14e-05
0850000000,1,10.9,0,-2.97809,6.73912,10.4638,7.23e-06,2.28e-06,5.9e-07
0851000000,1,0.3,0,-6.23163,14.0878,-20.0339,2.68e-06,2.87e-05,1.94e-05
0852000000,1,4.6,0,-5.76337,12.9268,-0.769192,-1.89e-06,-1.88e-06,-1.74e-05
0853000000,1,7.1,0,-6.18339,13.7314,23.6839,-1.78e-05,1.55e-05,-1.37e-05
0854000000,1,0.5,0,-9.54869,21.0886,18.6624,1.7e-07,-4e-08,1.3e-07
0855000000,1,1.4,0,-10.8321,23.6779,17.8617,3.45e-06,-8.93e-06,1.39e-05
0856000000,1,5.9,0,-4.12563,8.98187,-3.83865,-1.75e-05,-1.78e-05,-2.27e-05
0857000000,2,0,0,-2.93159,6.33719,0.638634,2.22e-05,9.33e-06,-3.52e-05
0858000000,1,4.7,0,-6.12245,13.2223,0.555601,4.92e-06,1.43e-05,-1.7e-05
0859000000,2,0.65,0,-11.9836,25.6929,-1.78349,7.19e-06,-3.8e-05,-3.49e-05
0860000000,1,1.75,0,-7.5638,15.9021,20.4165,5.38e-06,7.76e-06,6.21e-06
0861000000,1,9.1,0,-7.55339,15.6682,-17.4993,2e-05,-2.01e-05,-6.7e-05
0862000000,1,10.9,0,-12.7424,26.3603,9.61407,-2.8e-06,2.32e-05,-6.73e-05
0863000000,1,8.1,0,-8.06249,16.6488,-23.817,-1.6e-07,2.1e-05,1.47e-05
0864000000,1,7.3,0,-8.62476,17.6426,-23.7861,8.04e-06,2.23e-05,1.36e-05
0865000000,1,8.1,0,-8.37738,17.1241,-23.0984,7.48e-06,2.15e-05,1.32e-05
0866000000,1,0.8,0,-2.62189,5.33605,0.369099,-3.48e-06,2.97e-05,-1.13e-05
0867000000,1,6.3,0,-12.2283,24.7913,1.03169,1.39e-06,-2.21e-05,-2.81e-05
0868000000,1,8.6,0,-4.05547,8.19518,4.86717,2.62e-05,1.78e-05,-3.1e-07
0869000000,2,0,0,-11.2086,22.567,-17.0252,-6.254e-05,0.00021882,0.0001437
0870000000,1,5.2,0,-6.71454,13.4258,-25.8017,-2.14e-06,1.97e-05,1.08e-05
0871000000,1,3.2,0,-12.6422,25.0676,-6.96797,-7.24e-06,-2.26e-05,-6.8e-05
0872000000,1,1.65,0,-4.08778,8.06532,25.1245,5.97e-06,1.5e-05,-2.84e-05
0873000000,1,9.2,0,-12.6836,24.9076,-6.03952,-3.5e-07,3.27e-05,4.65e-06
0874000000,1,7.1,0,-6.30243,12.3329,5.14197,-0.00012489,1.6e-05,-4.92e-05
0875000000,1,13.4,0,-7.21641,14.0628,21.4773,-1.08e-05,5.63e-05,-4.05e-05
0876000000,1,12.2,0,-9.01645,17.3356,10.1128,8.45e-06,-1.41e-05,-9.91e-06
0877000000,1,1.7,0,-8.08307,15.3479,23.9887,8.56e-06,-3.85e-06,2.82e-06
0878000000,2,6.4,0,-15.0907,28.4509,-7.96824,2.589e-05,-2.546e-05,-4.85e-05
0879000000,1,3.5,0,-14.3424,26.9936,-5.95994,1.15e-05,4.3e-07,-2.57e-05
0880000000,2,8.9,0,-13.9121,26.0923,-20.4785,8.99e-06,5.69e-05,1.848e-05
0881000000,1,8.4,0,-13.8319,25.7442,12.139,1.07e-05,9.73e-06,-8.42e-06
0882000000,1,8.9,0,-11.9294,22.0741,14.842,-5.21e-05,-0.0001132,-0.00034553
0883000000,1,10.8,0,-8.38524,15.4146,-8.29595,2.09e-05,2.06e-05,1.7e-05
0884000000,1,6.2,0,-9.62672,17.6256,-0.495122,-2.84e-05,0.00010314,-8.61e-06
0885000000,1,3.5,0,-9.38907,17.1315,6.81695,-6.72e-06,-7.14e-06,-4.94e-05
0886000000,1,5,0,-1.41237,2.54047,16.9434,3.88e-05,1.18e-05,-6e-06
0887000000,3,8.9,0,-11.8432,20.9592,-42.2052,-0.0001198,-3.293e-05,6.4e-07
0888000000,1,12.4,0,-7.54604,13.3637,-10.333,-1.82e-05,7.26e-06,2.27e-05
0889000000,1,0.25,0,-8.22351,14.5242,-8.00638,-2.13e-05,-2.84e-05,-1.76e-05
0890000000,1,5.9,0,-3.19246,5.63052,5.68706,-1.29e-05,4.71e-06,-2.89e-05
0891000000,1,9.3,0,-12.168,21.3727,-17.1854,2.73e-05,5.83e-05,1.09e-05
0892000000,1,5.3,0,-14.7622,25.8704,5.32164,-7.71e-05,2.38e-06,1.07e-05
0893000000,1,4.9,0,-11.0495,19.2224,8.44174,-1.57e-05,-1.44e-05,-6.88e-05
0894000000,1,1.7,0,-7.34704,12.6571,8.18331,-1.77e-05,5.83e-05,-7.53e-05
0895000000,1,8.7,0,-14.5637,24.7103,-8.86335,4.03e-05,3.06e-05,1.92e-05
0896000000,1,10.7,0,-3.58481,6.05435,-15.8188,1.65e-05,-1.88e-06,-4.45e-06
0897000000,1,8.2,0,-9.71297,16.2734,25.0077,-8.95e-05,4.21e-05,-6.22e-05
0898000000,1,0.15,0,-9.55892,15.8493,17.8498,-1.53e-05,-1.03e-05,-3.5e-06
0899000000,1,6.5,0,-15,24.8419,4.73541,-3.26e-05,-2.01e-05,2.26e-06
0900000000,1,7.8,0,-12.6384,20.6844,16.3978,-2.51e-05,1.01e-06,-2.95e-05
0901000000,1,2,0,-8.84418,14.3468,24.8873,-2.33e-05,-2.14e-06,-7.05e-06
0902000000,1,6.6,0,-11.4643,18.5245,-12.2767,-1.57e-05,-5.3e-05,-2.86e-05
0903000000,1,10.9,0,-9.37904,15.0762,-8.01855,-1.69e-05,4.21e-05,-1.54e-05
0904000000,1,9.9,0,-11.4567,18.3766,8.566,1.44e-05,-2.81e-05,-2.06e-05
0905000000,1,7.8,0,-8.23983,13.1584,5.99233,1.5e-05,2.15e-05,-2.67e-05
0906000000,2,0,0,-17.2632,27.3783,20.8736,-6.94e-06,2.49e-05,-3.09e-05
0907000000,1,4,0,-5.12002,8.11386,-17.526,1.96e-05,-2.99e-06,-3.63e-05
0908000000,1,3,0,-11.0757,17.4667,8.31623,2.77e-05,2.06e-05,-6.37e-06
0909000000,1,8.6,0,-5.33184,8.37194,-13.1565,-1.63e-05,0.0001023,-3.72e-05
0910000000,1,8.9,0,-5.28974,8.27602,26.5884,-7.83e-06,-2.89e-05,-7.93e-06
0911000000,2,3.5,0,-23.5111,36.6871,-10.7074,6.81e-06,8.72e-05,-5.09e-06
0912000000,1,4.6,0,-9.98843,15.4333,11.6923,6.64e-06,7.93e-05,-4.07e-05
0913000000,1,9.4,0,-13.036,20.033,7.60379,-7e-08,-6.2e-06,-2.09e-05
0914000000,1,8.5,0,-8.58988,13.1969,20.087,1.61e-06,2.51e-05,-1.58e-05
0915000000,2,0.8,0,-22.5234,34.3062,-10.1686,4.02e-05,2.057e-05,-0.0001046
0916000000,1,0.45,0,-12.8707,19.524,-14.4626,7.98e-06,6.89e-05,-8.96e-06
0917000000,1,4.6,0,-10.1688,15.2765,4.24447,3.33e-05,1.97e-05,8.63e-06
0918000000,1,7,0,-9.13628,13.6193,-21.0365,3.83e-06,-4.45e-06,-4.54e-06
0919000000,1,6.8,0,-15.3639,22.8492,-13.4353,-2.16e-05,-2.95e-05,-2.54e-05
0920000000,1,11.3,0,-5.10425,7.5579,0.207372,1.38e-05,9.23e-06,2.66e-06
0921000000,1,10.2,0,-11.0752,16.0875,11.5511,-6.4e-06,6.4e-05,-7.19e-05
0922000000,1,1.55,0,-6.92291,10.0354,-2.73234,-2.38e-05,4.67e-06,-6.53e-05
0923000000,1,8.7,0,-2.51591,3.64274,-19.0541,-1.25e-05,-3.1e-07,1.54e-05
0924000000,1,9.6,0,-13.0539,18.8953,-17.0929,5.59e-06,1.91e-05,8.09e-06
0925000000,1,7.1,0,-15.387,22.234,-7.34756,-3.48e-05,3.94e-05,-2.22e-05
0926000000,1,8.7,0,-13.0928,18.8175,0.535781,1.49e-05,1.06e-05,-5.89e-06
0927000000,1,7.7,0,-9.32358,13.3075,8.35702,-2.46e-05,3.8e-05,-1.42e-05
0928000000,1,0,0,-5.14445,7.3416,30.1004,-1.29e-06,8.47e-05,-2.45e-05
0929000000,1,1.8,0,-13.575,19.222,5.89838,-5.14e-06,2.38e-05,-2.62e-05
0930000000,1,0.3,0,-12.4982,17.608,-17.9301,-1.08e-05,6.28e-05,-7.81e-06
0931000000,1,3.3,0,-14.2773,19.7388,9.76808,-2.24e-05,-3.39e-05,-3.92e-05
0932000000,1,3.8,0,-15.6666,21.4482,-1.74145,-2.18e-05,7.6e-05,-8.21e-06
0933000000,1,8.2,0,-9.3396,12.4377,15.9126,-9.5e-07,4.68e-06,-4.98e-05
0934000000,2,5.5,0,-19.3797,25.6313,22.5138,0.0001337,0.0001475,-5.28e-05
0935000000,1,2.1,0,-5.68906,7.41823,17.3809,-7.7e-05,1.7e-05,-3.25e-05
0936000000,1,6.7,0,-16.0754,20.6944,-2.76984,4.79e-05,3.64e-05,-6.12e-06
0937000000,1,8.2,0,-14.207,18.2523,16.1753,9.08e-06,-8.03e-06,-6.69e-06
0938000000,2,9.4,0,-11.496,14.7636,6.58822,1.625e-05,1.674e-05,-9.17e-06
0939000000,1,7.4,0,-6.43939,8.17873,-6.37915,2.87e-05,7e-05,3.01e-05
0940000000,1,1.75,0,-18.1137,22.8207,-12.5814,2.39e-05,5.5e-05,1.53e-05
0941000000,1,11,0,-13.1952,16.5105,-0.267849,1.55e-05,1.25e-05,2.4e-06
0942000000,1,1.6,0,-13.3362,16.5477,18.9623,-3.59e-05,0.00010336,-2.58e-05
0943000000,2,11.5,0,-32.0844,39.6732,5.92302,-1.334e-05,6.7e-05,-2.61e-05
0944000000,1,6.3,0,-3.35397,4.12617,12.7085,5.49e-05,4.52e-05,1.27e-05
0945000000,1,6.8,0,-11.5891,14.1675,4.94877,-5.1e-06,2.35e-05,-7.92e-05
0946000000,1,0.9,0,-13.2774,16.2025,-17.6695,3.03e-05,2.69e-05,4.25e-06
0947000000,1,0.9,0,-15.1296,18.3801,-2.84161,2.64e-05,2.25e-05,5e-06
0948000000,1,8.2,0,-15.7623,18.9514,3.00715,5.77e-06,1.04e-05,-3.51e-05
0949000000,2,10.7,0,-23.2178,27.8828,-15.1489,-1.188e-05,8.95e-05,5.62e-05
0950000000,1,4.6,0,-3.88028,4.65746,13.0125,8.54e-06,-7.24e-06,-9.19e-06
0951000000,1,0.95,0,-17.9153,21.399,2.82033,-2.01e-05,-1.15e-05,-4.07e-05
