,id,hip,hd,hr,gl,bf,proper,ra,dec,dist,pra,pdec,rv,ag,absag,spect,ci,x,y,z,vx,vy,vz,rarad,decrad,prarad,pdecrad,bayer,fla,con,comp,comp_primary,base,lu,var,var_in,var_ax,mass,mass_t,temperature,radius,radius_t,period,period_t,semiMajorAxis,semiMajorAxis_t,eccentricity,eccentricity_t
611,25423,25486,35850,1817,,,,5.451323,-11.900964,27.0416,17.19,-49.3,19,6.3,4.14,F8V,0.553,3.787819,26.188005,-5.576571,3.00E-07,1.78E-05,-1.03E-05,1.427153031,-0.207710998,8.33E-08,-2.39E-07,,,Lep,1,25423,,1.923091729,AF,6.319,6.269,1.48541,0.349515,6409.37,1.43244,0.126743,,,,,,
2113,93213,93506,176687,7194,,38Zet Sgr,,19.043532,-29.880105,27.0416,-14.1,3.66,22,2.6,0.44,A2.5V,0.062,6.326274,-22.577554,-13.471863,3.55E-06,-1.95E-05,-1.08E-05,4.985585012,-0.521506219,-6.84E-08,1.77E-08,Zet,38,Sgr,1,93213,,58.07644175,,,,2.22438,0.407487,8670,3.64073,0.35297,,,,,,
146,5509,5521,6963,,,,,1.178316,42.931831,27.0783,-153.5,-199.95,0,7.66,5.497,G7V,0.73,18.88992,6.019319,18.443781,2.32E-05,-1.38E-05,-1.92E-05,0.308482442,0.749301807,-7.44E-07,-9.69E-07,,,And,1,5509,,0.551061411,V443,7.687,7.647,1.0147,0.123804,5496,0.934167,0.0870818,,,,,,
2375,105544,105885,,,Gl 828.1,,,21.445125,3.737142,27.0783,-41.37,-53.06,-4.7,10.5,8.337,K7V,1.369,21.19843,-16.755406,1.764939,-6.77E-06,-1.57E-06,-7.26E-06,5.614320656,0.065225435,-2.01E-07,-2.57E-07,,,Peg,1,105544,,0.040290254,,10.554,10.294,,,,,,,,,,,
66,2420,2426,,,,,,0.515342,73.370803,27.0856,241.31,136.51,0,10.63,8.466,K,1.359,7.680802,1.042799,25.952795,-2.13E-05,2.91E-05,5.13E-06,0.13491622,1.280562083,1.17E-06,6.62E-07,,,Cas,1,2420,,0.035776677,,10.693,10.573,,,,,,,,,,,
514,21219,21272,28946,,Wo 9158,,,4.563999,5.385018,27.0856,-90.05,-279.27,-46.4,7.92,5.756,G9V,0.779,9.90046,25.082402,2.541891,-5.08E-06,-4.51E-05,-4.10E-05,1.194852236,0.093986303,-4.37E-07,-1.35E-06,,,Tau,1,21219,,0.43411021,,,,1.0119,0.123906,5338.8,0.977408,0.0847269,,,,,,
812,35170,35265,56124,,,,,7.285983,33.092054,27.0856,-58.27,-173.21,22.6,6.93,4.766,G0,0.631,-7.4963,21.418393,14.788463,-3.28E-06,3.25E-05,-6.43E-06,1.907465912,0.577565303,-2.83E-07,-8.40E-07,,,Ge,1,35170,,1.080438372,,,,1.08431,0.131986,5845.31,1.09575,0.0935077,,,,,,
2586,113795,114156,218294,,Gl 889A,,,23.118625,-23.159448,20.938,154.14,-253.64,19,9.62,8.015,K6V,1.276,18.740635,-4.402683,-8.2348,1.11E-05,1.35E-05,-3.13E-05,6.052441861,-0.404208622,7.47E-07,-1.23E-06,,,Aqr,1,113795,Gl 889,0.054200089,,,,,,,,,,,,,,
3764,119544,,,,Gl 889B,,,23.120858,-23.129966,21.1149,154.51,-257.15,0,13.65,12.027,M3.64,1.65,18.905579,-4.429718,-8.294315,-6.46E-06,1.78E-05,-2.42E-05,6.053026463,-0.403694069,7.49E-07,-1.25E-06,Gl 889B,,,2,113795,Gl 889,0.00134648,,,,,,,,,,,,,,
2537,112137,112496,,,,,,22.787112,18.384496,27.0929,252.11,86.59,0,9.02,6.856,K3.5V,1.048,24.424832,-8.027308,8.544891,6.93E-06,3.26E-05,1.08E-05,5.965651862,0.320869989,1.22E-06,4.20E-07,,,Peg,1,112137,,0.15761589,,,,,,,,,,,,,,
2391,106217,106559,205289,8245,,37    Cap,,21.580848,-20.084274,27.1003,-28.98,44.4,6,5.7,3.535,F5V,0.423,20.516105,-15.06357,-9.306314,4.01E-06,-7.67E-06,3.37E-06,5.649852739,-0.350536706,-1.40E-07,2.15E-07,,37,Cap,1,106217,,3.357376142,,,,1.30109,0.254738,6605.03,1.42826,0.127829,,,,,,
2659,116453,116819,222422,,,,,23.677179,-18.988896,27.1003,303.19,-42.47,0,7.59,5.425,G5V,0.731,25.534085,-2.163133,-8.818028,1.55E-06,3.98E-05,-5.28E-06,6.198670839,-0.33141876,1.47E-06,-2.06E-07,,,Aqr,1,116453,,0.588843655,,,,0.970817,0.123894,5458.02,0.898666,0.0781177,,,,,,
1764,78715,78955,144585,5996,,,,16.117604,-14.071292,27.1076,-261.22,11.77,-16,6.32,4.155,G2V,0.66,-12.439823,-23.165251,-6.590609,-2.29E-05,2.99E-05,5.48E-06,4.219578858,-0.245590368,-1.27E-06,5.71E-08,,,Sco,1,78715,,1.896705921,,,,1.41857,0.322413,5807,1.9162,0.166065,,,,,,
632,26397,26462,,,,,,5.629341,-54.566706,27.115,-6.54,84.33,0,10.47,8.304,G5V,0.721,1.523058,15.646094,-22.093059,1.73E-06,8.91E-06,6.43E-06,1.473757971,-0.952368685,-3.17E-08,4.09E-07,,,Pic,1,26397,,0.041533641,,,,,,,,,,,,,,
587,24012,24069,,,,,,5.171682,9.502056,27.1297,56.52,-351.28,0,12.27,10.103,M2.0V,1.383,5.757069,26.130795,4.478652,-5.62E-06,9.05E-06,-4.56E-05,1.353943271,0.165842156,2.74E-07,-1.70E-06,,,,1,24012,,0.007921365,,12.39,12.15,,,,,,,,,,,
746,32237,32322,48938,2493,Gl 243,,,6.747765,-27.341666,27.137,-6.18,293.89,-12.1,6.43,4.262,G0V,0.55,-4.688864,23.644824,-12.463857,-5.20E-07,6.79E-06,4.00E-05,1.766560628,-0.477202101,-3.00E-08,1.42E-06,,,CMa,1,32237,,1.718699695,,,,1.17365,0.1749,6006,1.29013,0.107668,,,,,,
1475,65434,65640,117099,,,,,13.457558,35.726176,27.1444,-282.66,-323.96,0,8.76,6.592,K4V,0.999,-20.451333,-8.206135,15.849945,-3.70E-05,2.53E-05,-3.46E-05,3.523180516,0.623539392,-1.37E-06,-1.57E-06,,,CVn,1,65434,,0.201001825,,,,,,,,,,,,,,
1736,77282,77518,329879,,,,,15.827311,-47.609474,27.1444,58.84,-393.49,0,11.15,8.982,M1,1.415,-9.857004,-15.418739,-20.047953,2.71E-05,2.81E-05,-3.49E-05,4.143580363,-0.83094208,2.85E-07,-1.91E-06,,,Nor,1,77282,,0.02224334,,11.223,11.083,,,,,,,,,,,
251,10008,10031,12800,,,,,2.152187,71.552006,27.1518,308.26,-239.61,0.1,6.57,4.401,F8,0.551,7.263752,4.589191,25.756505,3.65E-06,5.03E-05,-9.88E-06,0.563441351,1.248818093,1.49E-06,-1.16E-06,,54,Cas,1,10008,,1.512167849,,,,1.53612,0.363348,6100.26,1.44493,0.124383,,,,,,
1364,60893,61084,108903,4763,,Ga Cru,Gacrux,12.519429,-57.113212,27.1518,27.94,-264.33,21,1.59,-0.579,M3.5III,1.6,-14.606901,-1.998688,-22.800748,1.79E-05,-1.26E-06,-3.69E-05,3.277578929,-0.996813589,1.35E-07,-1.28E-06,Ga,,Cru,1,60893,,148.4567675,,,,1.5,0.3,3689,120,0,,,,,,
2280,101546,101875,196850,,Gl 794.3,,,20.644488,38.635093,27.1592,200.85,-193.24,-21.4,6.76,4.59,G1V,0.61,13.542147,-16.330459,16.956949,1.96E-05,1.78E-05,-3.35E-05,5.404714338,0.674309577,9.74E-07,-9.37E-07,,,Cyg,1,101546,,1.270574105,,,,1.41258,0.319503,5801.15,1.55113,0.14295,,,,,,
1028,45955,46087,,,GJ 3555,,,9.397939,0.13817,27.1665,-207.85,-225.32,0,11.6,9.43,M1.0V,1.484,-21.103045,17.107774,0.065512,1.72E-05,2.13E-05,-2.97E-05,2.460374553,0.002411514,-1.01E-06,-1.09E-06,,,Hya,1,45955,,0.014723125,,11.693,11.503,,,,,,,,,,,
2114,93216,93509,177082,,,,,19.043905,14.567009,27.1665,165.9,-2.07,3.4,6.88,4.71,G0V,0.629,7.096665,-25.31742,6.832711,2.20E-05,2.59E-06,6.10E-07,4.985682662,0.254242265,8.04E-07,-1.00E-08,,,Aql,1,93216,,1.137627286,,,,,,,,,,,,,,
358,14112,14146,18978,919,Gl 121,11Tau3Eri,,3.039863,-23.624472,27.1739,-145.96,-55.76,-9.8,4.08,1.909,A3IV,0.163,17.419759,17.787178,-10.889644,5.25E-06,-2.21E-05,-2.71E-06,0.795834354,-0.412324813,-7.08E-07,-2.70E-07,Tau-3,11,Eri,1,14112,,15.01066733,,,,,,7940.73,,,,,,,,
1790,79716,79958,146464,,,,,16.321069,-55.504736,27.1739,3.77,17.64,0,9.25,7.079,K3V,1.062,-6.548679,-13.926775,-22.395994,-3.70E-07,-1.94E-06,1.32E-06,4.272845967,-0.968740398,1.83E-08,8.55E-08,,,Nor,1,79716,,0.12835122,V371,9.316,9.176,0.720272,0.0861582,4546,0.779984,0.08106,,,,,,
1356,60665,60853,108564,,,,,12.471982,-16.911047,27.1887,-560.15,45.96,81.7,9.45,7.278,K5V,0.964,-25.815357,-3.206168,-7.909043,-9.02E-05,6.32E-05,-1.85E-05,3.265157168,-0.295153452,-2.72E-06,2.23E-07,,,Crv,1,60665,,0.106856267,,,,,,,,,,,,,,
2202,97494,97805,187760,,,,,19.874976,-23.949183,27.1961,19.31,-42.11,0,9.45,7.277,K5V,1.155,11.716278,-21.919938,-11.03961,1.18E-06,3.19E-06,-5.07E-06,5.203256611,-0.417992089,9.36E-08,-2.04E-07,,,Sgr,1,97494,,0.106954731,,,,,,,,,,,,,,
3709,119556,,,,Gl 893.3A,,,23.279229,-40.790683,20.7039,-8.72,-249.85,0,11.57,9.99,~,0.9,15.396708,-2.940311,-13.525807,-1.63E-05,2.21E-06,-1.90E-05,6.094487874,-0.711931731,-4.23E-08,-1.21E-06,Gl 893.3A,,Gru,1,119556,Gl 893.3,0.008790225,,,,,,,,,,,,,,
41,1441,1444,1388,,Wo 9008,,,0.299685,-13.45564,27.2183,396.98,-0.6,28.2,6.51,4.336,G0V,0.599,26.389981,2.074756,-6.333552,2.38E-05,5.44E-05,-6.79E-06,0.078457232,-0.234845225,1.92E-06,-2.91E-09,,,Cet,1,1441,,1.605461887,,,,1.04099,0.124013,5924,1.23412,0.117309,,,,,,
1236,55613,55779,99453,4413,GJ 3663,,,11.428717,-63.972475,27.2183,-314.38,-65.52,-5,5.18,3.006,F7V,0.495,-11.810087,1.779831,-24.457871,1.61E-05,3.95E-05,8.00E-07,2.992031079,-1.116530317,-1.52E-06,-3.18E-07,,,Cen,1,55613,,5.465123745,,,,,,6368,,,,,,,,
3710,119557,,,,Gl 893.3B,,,23.279506,-40.795679,20.7039,-8.72,-249.85,0,17.4,15.82,~,,15.395763,-2.938973,-13.527174,-1.63E-05,2.21E-06,-1.90E-05,6.094560443,-0.712018927,-4.23E-08,-1.21E-06,Gl 893.3B,,,2,119556,Gl 893.3,4.09E-05,,,,,,,,,,,,,,
1253,56276,56445,100563,4455,Wo 9367,89    Leo,,11.572764,3.060165,27.2257,-181.62,-102.66,3,5.76,3.585,F5.5V,0.48,-27.017021,3.034523,1.453434,-1.09E-06,2.42E-05,-1.34E-05,3.0297425,0.053409963,-8.81E-07,-4.98E-07,,89,Leo,1,56276,,3.206269325,,,,1.30823,0.259242,6470.18,1.41992,0.123019,,,,,,
1883,83176,83431,153580,6314,GJ 3985,Eps2Ara,,17.052419,-53.237028,27.2257,1.16,-165.1,7,5.27,3.095,F5V,0.498,-4.001009,-15.795945,-21.811057,3.38E-06,1.27E-05,-1.88E-05,4.464312964,-0.929161416,5.62E-09,-8.00E-07,Eps-2,,Ara,1,83176,,5.035006088,,,,,,6510,,,,,,,,
1918,84229,84487,,,GJ 3996,,,17.272287,-12.178152,27.2257,142.77,-22.04,21,10.47,8.295,M0V,1.429,-5.039593,-26.131692,-5.743357,1.46E-05,-2.36E-05,-7.37E-06,4.52187411,-0.212548852,6.92E-07,-1.07E-07,,,Oph,1,84229,,0.041879357,,10.523,10.393,,,,,,,,,,,
2184,96690,96998,,,GJ 4119,,,19.714653,-45.081442,27.2257,-76.97,-247.59,0,10.03,7.855,M1V,1.347,8.342665,-17.319517,-19.278822,-1.92E-05,1.64E-05,-2.31E-05,5.16128421,-0.786819596,-3.73E-07,-1.20E-06,,,Sgr,1,96690,,0.062805836,,,,0.655,0.115,3942,0.604,0.091,,,,,,
2331,103350,103682,199960,8041,,11    Aqr,,21.0094,-4.730261,27.2257,47.64,-138.75,-17,6.21,4.035,G1V,0.635,19.232955,-19.138526,-2.245151,-8.92E-06,1.77E-05,-1.68E-05,5.500248051,-0.082558633,2.31E-07,-6.73E-07,,11,Aqr,1,103350,,2.118361135,,,,1.09376,0.135236,5885,1.46603,0.130146,,,,,,
61,1949,1954,2071,,,,,0.411795,-53.983998,27.2331,209.71,-27.93,0,7.27,5.095,G2V,0.681,15.920389,1.723121,-22.027569,-5.94E-06,2.72E-05,-2.17E-06,0.107807663,-0.942198504,1.02E-06,-1.35E-07,,,Phe,1,1949,,0.797994687,,,,1.01727,0.123769,5718.34,0.970586,0.0834928,,,,,,
2166,95822,96124,183877,,,,,19.544535,-28.019806,27.2331,71.64,-748.43,-40.5,7.14,4.965,G8V,0.675,9.458298,-22.101898,-12.793307,-2.40E-05,8.00E-05,-6.78E-05,5.116747281,-0.489037876,3.47E-07,-3.63E-06,,,Sgr,1,95822,,0.899497582,,,,1.05154,0.124928,5619.22,1.17236,0.102258,,,,,,
838,36296,36399,59380,2866,GJ 3443,,,7.490455,-7.551168,27.2405,50.78,125.93,9.1,5.86,3.684,F6V,0.487,-10.271744,24.974509,-3.579727,-1.05E-05,8.00E-06,1.53E-05,1.960996648,-0.131792747,2.46E-07,6.11E-07,,,Mon,1,36296,,2.926846862,,,,1.56121,0.368232,6320.86,1.77524,0.254786,,,,,,
3714,119561,,,,Gl 894.2B,,,23.318543,-13.454527,20.7383,307.45,-88.74,10.3,7.61,6.026,K2,0.91,19.849523,-3.579267,-4.825376,1.35E-05,2.90E-05,-1.11E-05,6.104780284,-0.234825799,1.49E-06,-4.30E-07,Gl 894.2B,,Aqr,2,114764,Gl 894.2,0.338532213,,,,,,,,,,,,,,
2493,110404,110750,212658,,,,,22.437089,-19.188431,27.2405,236.36,-26.55,0,9.25,7.074,K4.5V,1.135,23.603371,-10.235436,-8.953297,1.14E-05,2.91E-05,-3.31E-06,5.874016204,-0.334901292,1.15E-06,-1.29E-07,,,Aqr,1,110404,,0.128943662,,,,,,,,,,,,,,
963,42482,42601,,,,,,8.682726,-46.241851,27.248,60.79,-220.7,0,10.53,8.353,M1,1.36,-12.174031,14.385151,-19.680293,7.47E-06,-2.13E-05,-2.02E-05,2.273132304,-0.807072548,2.95E-07,-1.07E-06,,,Vel,1,42482,,0.039700868,,10.587,10.457,0.661,0.013,3966,0.641,0.019,,,,,,
1855,82138,82389,151995,,Gl 640,,,16.834802,18.900419,27.2628,-44.29,-69.95,-4.8,8.85,6.672,K3.5V,1.02,-7.746599,-24.602039,8.831071,-5.09E-06,3.33E-06,-1.03E-05,4.407340813,0.329874539,-2.15E-07,-3.39E-07,,,Her,1,82138,,0.186723939,,,,,,,,,,,,,,
282,10934,10960,,,,,,2.353458,53.560842,27.2702,-274.82,-41.62,0,10.31,8.132,~,1.322,13.219278,9.360262,21.93855,2.46E-05,-2.71E-05,-3.27E-06,0.616133933,0.934813045,-1.33E-06,-2.02E-07,,,Per,1,10934,,0.048663126,,,,,,,,,,,,,,
1795,79938,80179,147449,6093,GJ 3952,50Sig Ser,,16.367875,1.029039,27.2702,-156.01,48.09,-45.5,4.82,2.642,A9I,0.338,-11.298928,-24.814028,0.489742,5.60E-07,5.10E-05,5.52E-06,4.285099576,0.017960119,-7.56E-07,2.33E-07,Sig,50,Ser,1,79938,,7.64187624,,,,,,7009.45,,,,,,,,
2621,114764,115126,219834,8866,Gl 894.2A,94    Aqr,,23.318518,-13.458552,21.1193,265.64,-44.87,10.3,5.2,3.577,G8.5IV,0.787,20.213398,-3.645056,-4.915367,1.39E-05,2.51E-05,-6.92E-06,6.104773673,-0.234896037,1.29E-06,-2.18E-07,,94,Aqr,1,114764,Gl 894.2,3.229981241,,,,0.985662751,0.0683484,5394.16,0.963388,0.115143,,,,,,
2063,90697,90979,,,Gl 717,,,18.55801,-11.636039,27.2851,-285.75,-237.72,-83.7,10.03,7.85,K7V,1.263,3.890088,-26.438967,-5.50309,-5.05E-05,8.37E-05,-1.35E-05,4.85847571,-0.203087193,-1.39E-06,-1.15E-06,,,Sct,1,90697,,0.063095734,,,,,,,,,,,,,,
1584,70716,70940,,,,,,14.509928,-60.871747,27.2926,-96.46,-33.48,0,10.15,7.97,~,,-10.51877,-8.114786,-23.840968,-4.73E-06,1.25E-05,-2.16E-06,3.798690176,-1.062412403,-4.68E-07,-1.62E-07,,,Cen,1,70716,,0.056493697,,,,,,,,,,,,,,
2305,102100,102431,198084,7955,Wo 9706,,,20.755878,57.579725,27.2926,-62.95,-235.56,-32.4,4.52,2.34,F8IV,0.535,9.664508,-10.986162,23.038483,-6.10E-07,-1.19E-05,-4.47E-05,5.433876082,1.00495579,-3.05E-07,-1.14E-06,,,Cep,1,102100,,10.09252886,,,,1.62597,0.376347,6249,3.59835,0.326913,,,,,,
2642,115766,116132,,,Gl 896A,,,23.531155,19.937259,6.182,554.4,-62.61,1.1,10.05,11.094,M4,1.19,5.76778,-0.711525,2.108009,3.72E-06,1.63E-05,-1.38E-06,6.160441992,0.34797081,2.69E-06,-3.04E-07,,,Peg,1,115766,Gl 896,0.003179801,EQ,10.105,9.995,0.259,0.007,3715,0.276,0.009,,,,,,
2127,93788,94083,180777,7312,Gl 748.1,59    Dra,,19.152716,76.560502,27.3,51.63,-119.8,0.8,5.11,2.929,A7V,0.308,1.885917,-6.058273,26.552421,1.12E-05,-1.29E-05,-2.89E-06,5.014169389,1.336232838,2.50E-07,-5.81E-07,,59,Dra,1,93788,,5.866782664,,,,1.70858,0.382186,7451,1.56032,0.17091,,,,,,
1388,61914,62107,110619,,,,,12.728561,-37.708147,27.3075,-626.98,-209.75,-26.3,7.53,5.349,G5V,0.664,-21.212016,-4.095549,-16.702203,2.18E-05,8.88E-05,-5.52E-06,3.332329577,-0.658131324,-3.04E-06,-1.02E-06,,,Cen,1,61914,,0.631538745,,,,1.00785,0.124067,5613.27,0.918616,0.0790711,,,,,,
521,21439,21492,,,,,,4.616217,59.366627,27.3149,124.2,-139.2,0,12.35,10.168,M2.5V,,4.932527,13.014757,23.50298,-9.76E-06,2.07E-05,-9.39E-06,1.208522803,1.036143103,6.02E-07,-6.75E-07,,,,1,21439,,0.007461051,,12.606,12.166,,,,,,,,,,,
1640,72942,73169,,,,,,14.953513,-6.316961,27.3149,-261.16,-74.86,0,11.82,9.638,M0V,,-19.429493,-18.962226,-3.005418,-2.34E-05,2.55E-05,-9.85E-06,3.914820426,-0.110251767,-1.27E-06,-3.63E-07,,,Lib,1,72942,,0.012156261,,11.914,11.444,,,,,,,,,,,
2309,102286,102616,,,,,,20.794585,70.933964,27.3299,335.8,536.41,0,10.76,8.577,K7V,1.365,5.964462,-6.642729,25.830656,-1.18E-05,7.97E-05,2.32E-05,5.444009629,1.238031229,1.63E-06,2.60E-06,,,Cep,1,102286,,0.032299812,,10.836,10.686,,,,,,,,,,,
275,10654,10679,,,,,,2.290205,28.741788,27.3373,98.15,-67.41,0,7.75,5.566,G2V,0.622,19.78841,13.52563,13.145499,-3.79E-06,1.32E-05,-7.83E-06,0.599574215,0.501638835,4.76E-07,-3.27E-07,,,Tri,1,10654,,0.517130318,,,,,,,,,,,,,,
1436,64016,64219,114260,,Gl 500,,,13.161816,-22.192598,27.3373,135.68,-339.59,-12.4,7.36,5.176,G8V,0.718,-24.150159,-7.580821,-10.325835,3.28E-05,-8.55E-06,-3.69E-05,3.445755253,-0.387333906,6.58E-07,-1.65E-06,,,Vir,1,64016,,0.740627784,,,,0.940947,0.119785,5499.8,1.09644,0.102307,,,,,,
538,21907,21960,30278,,,,,4.720462,-54.593426,27.3448,50.46,-198.5,0,7.61,5.426,G9V,0.746,5.208364,14.962284,-22.287689,-1.34E-05,-1.81E-05,-1.53E-05,1.235814044,-0.952835039,2.45E-07,-9.62E-07,,,Dor,1,21907,,0.58830156,,,,0.934262,0.11853,5385.09,0.935908,0.0805039,,,,,,
223,8498,8514,11262,535,,,,1.83024,-38.402797,27.3523,2.1,282.37,22,6.37,4.185,F9V,0.523,19.021213,9.882247,-16.990989,3.62E-05,1.91E-05,1.54E-05,0.479155695,-0.670255242,1.02E-08,1.37E-06,,,For,1,8498,,1.845015419,,,,,,,,,,,,,,
2745,119568,,,,Gl 896B,,,23.531203,19.937322,6.2477,559.75,-16.61,-1.2,12.4,13.421,M4.0V,1.65,5.829022,-0.718963,2.130394,1.10E-06,1.70E-05,-8.90E-07,6.160454559,0.347971921,2.71E-06,-8.05E-08,Gl 896B,,,2,115766,Gl 896,0.000372907,,,,,,,,,,,,,,
1131,50800,50944,,,Gl 389.1,,,10.40415,-10.405865,27.3673,281.17,-247.56,0,9.98,7.794,K5.5V,1.22,-24.60196,10.921478,-4.943078,-9.71E-06,-3.65E-05,-3.23E-05,2.723800194,-0.181616614,1.36E-06,-1.20E-06,,,Sex,1,50800,,0.066435468,,,,,,,,,,,,,,
195,7587,7601,10800,512,Gl 67.1,,,1.631959,-82.974995,27.3823,122.3,120.7,5.4,5.88,3.693,G1V,0.62,3.047844,1.387795,-27.176786,8.36E-06,2.16E-05,-3.52E-06,0.427245792,-1.448186865,5.93E-07,5.85E-07,,,Oct,1,7587,,2.90268561,,,,1.30299,0.255942,5856.35,2.06145,0.181,,,,,,
1878,83021,83276,153631,,Gl 650,,,17.019655,-13.567129,27.3823,-14.86,-323.37,83.4,7.12,4.933,G0V,0.608,-6.757095,-25.747034,-6.423637,-2.04E-05,-7.00E-05,-6.17E-05,4.455735252,-0.236791075,-7.20E-08,-1.57E-06,,,Oph,1,83021,,0.926403101,,,,1.13243,0.152335,5882.27,1.06201,0.11329,,,,,,
2343,103962,104299,200505,,,,,21.129366,-67.920313,27.3823,211.44,-112.54,0,8.55,6.363,K2V,0.84,7.520553,-7.027438,-25.374135,9.05E-06,3.00E-05,-5.62E-06,5.531655067,-1.185433087,1.03E-06,-5.46E-07,,,Pav,1,103962,,0.248198984,,,,,,,,,,,,,,
2155,95197,95492,182807,7386,,,,19.423824,24.912774,27.3898,-177.2,-631.08,-4,6.19,4.002,F8,0.528,9.046729,-23.135242,11.53761,-1.04E-05,-3.80E-05,-7.77E-05,5.085145356,0.434809939,-8.59E-07,-3.06E-06,,,Vul,1,95197,,2.183735328,,,,1.96634,0.392623,6090.47,2.28049,0.194653,,,,,,
584,23820,23875,33111,1666,Wo 9175,67Bet Eri,Cursa,5.130829,-5.086446,27.3973,-83.39,-75.44,-9.2,2.78,0.591,A3IV,0.161,6.156194,26.585876,-2.429001,8.48E-06,-1.25E-05,-9.15E-06,1.343247953,-0.088775232,-4.04E-07,-3.66E-07,Bet,67,Eri,1,23820,,50.53589948,,,,2.0183,0.394781,8229,3.50325,0.35792,,,,,,
1241,55821,55988,,,,,,11.474374,7.517282,27.3973,-272.87,-1218.72,0,10.21,8.021,K5,1.193,-26.905068,3.725916,3.584259,-1.60E-05,3.88E-05,-0.00016047,3.003984202,0.131201328,-1.32E-06,-5.91E-06,,,Leo,1,55821,,0.053901394,,,,,,,,,,,,,,
1847,81881,82132,,,Wo 9577,,,16.779204,-30.633058,27.3973,-103.2,-158.85,43,10.59,8.401,K7V,1.389,-7.406827,-22.380482,-13.96016,-2.15E-05,-2.14E-05,-4.06E-05,4.392785407,-0.534647717,-5.00E-07,-7.70E-07,,,Sco,1,81881,,0.037983939,,10.648,10.538,,,,,,,,,,,
680,28826,28898,42286,,Wo 9202,,,6.101009,-59.54318,27.4048,-224.85,-742.58,25.4,8.45,6.261,K1V,0.844,-0.367171,13.88645,-23.623446,3.18E-05,-7.11E-05,-7.24E-05,1.597240421,-1.039224546,-1.09E-06,-3.60E-06,,,Pic,1,28826,,0.272646546,,,,,,,,,,,,,,
953,42172,42291,73524,3421,Gl 312,,,8.622236,-40.147666,27.4048,-304.91,32.12,-1.5,6.53,4.341,G0V,0.598,-13.277366,16.202546,-17.669504,3.03E-05,2.69E-05,4.25E-06,2.257295991,-0.700708952,-1.48E-06,1.56E-07,,,Vel,1,42172,,1.598085459,,,,1.33238,0.274289,6003.88,1.44002,0.12393,,,,,,
2140,94406,94701,,,,,,19.269947,47.086942,27.4198,-135.06,-193.48,0,10.78,8.59,K7,1.6,6.093404,-17.64744,20.081925,-1.08E-05,-2.37E-05,-1.75E-05,5.044860265,0.821822164,-6.55E-07,-9.38E-07,,,Cyg,1,94406,,0.031915379,,10.834,10.724,,,,,,,,,,,
331,13032,13065,,,,,,2.798857,28.712282,27.4273,-166.37,13.72,0,11.07,8.879,K7.5V,1.462,17.881126,16.090521,13.176391,1.42E-05,-1.70E-05,1.60E-06,0.732739087,0.501123852,-8.07E-07,6.65E-08,,,Ari,1,13032,,0.024456821,,11.137,10.997,,,,,,,,,,,
2996,119569,,,,Gl 897B,,,23.546218,-16.752248,12.9032,323.61,-235.11,0,11.4,10.847,M3V,,12.268507,-1.464349,-3.719139,-1.81E-06,2.06E-05,-1.41E-05,6.164385515,-0.292381888,1.57E-06,-1.14E-06,Gl 897B,,Aqr,2,115842,Gl 897,0.003992087,,,,,,,,,,,,,,
16,668,669,361,,,,,0.137879,-14.824492,27.4424,-12.43,-10.72,0,7.04,4.848,G1V,0.624,26.511674,0.957394,-7.021385,-3.00E-07,-1.67E-06,-1.38E-06,0.036096529,-0.258736192,-6.03E-08,-5.20E-08,,,Cet,1,668,,1.001843766,,,,1.03224,0.123635,5901.33,0.997381,0.0871643,,,,,,
1023,45704,45836,80290,3697,,,,9.345493,51.266066,27.4499,-34.76,145.35,-8,6.14,3.947,F3V,0.436,-13.192255,10.998263,21.412512,1.85E-05,-9.39E-06,5.72E-06,2.446644284,0.894761643,-1.69E-07,7.05E-07,,,UMa,1,45704,,2.297206307,,,,1.24964,0.221869,6464,1.19726,0.108709,,,,,,
2425,107632,107975,207978,8354,GJ 4234,15    Peg,,21.874978,28.793538,27.4499,-58.67,-63.26,19,5.52,3.327,F2V,0.426,20.428477,-12.703413,13.221459,1.38E-05,-1.78E-05,1.98E-06,5.726855918,0.502542047,-2.84E-07,-3.07E-07,,15,Peg,1,107632,,4.066305463,,,,1.41686,0.321592,6344.88,1.86096,0.159095,,,,,,
1337,59890,60074,107146,,,,,12.318474,16.548297,27.4574,-175.65,-148.28,6.2,7.04,4.847,G2V,0.604,-26.228737,-2.191927,7.820527,-1.36E-05,2.23E-05,-1.71E-05,3.224968908,0.288822264,-8.52E-07,-7.19E-07,,,Co,1,59890,,1.002766923,,,,1.06108,0.126301,5873,1.0108,0.0874458,,,,,,
1853,82106,82357,,,,,,16.828478,-65.07607,27.4574,74.48,-105.6,0,10.33,8.137,K6V,1.33,-3.493429,-11.030994,-24.90024,1.33E-05,9.16E-06,-5.92E-06,4.405685225,-1.135791685,3.61E-07,-5.12E-07,,,TrA,1,82106,,0.048439539,,10.413,10.273,,,,,,,,,,,
1939,85009,85268,158259,,,,,17.423358,52.790684,27.4574,-90.9,-50.59,0,6.46,4.267,G0,0.619,-2.497187,-16.41542,21.867941,-1.28E-05,-3.48E-06,-4.07E-06,4.561424528,0.921371243,-4.41E-07,-2.45E-07,,,Dra,1,85009,,1.710802988,,,,1.04211,0.124082,5801.89,1.32219,0.114293,,,,,,
