uniqueID,hygIndex,hipIndex,hdIndex,glieseIndex,properName,bayerDesignation,flamsteedDesignation,starConstellation,cartesianX,cartesianY,cartesianZ,cartesianVelocityX,cartesianVelocityY,cartesianVelocityZ,distanceFromSol,starColor_r,starColor_g,starColor_b,harvardLetter,yerkesClassification,numericValue,starClassification,stellarOrbitalPeriod,escapeVelocity,numberOfCSVPlanets,numberOfPlanets,starNumber,stellarMass,stellarAge,stellarLuminosity,stellarTemperature,stellarRadius,equatorialRotationVelocity,energyRadiated,innerLimitRadius,outerLimitRadius,snowLineRadius,averageOrbitalRadius,orbitalEccentricity,minSeparationToCompanion,maxSeparationToCompanion,innerForbiddenZone,outerForbiddenZone,gasGiantArrangement,numberOfJumpPoints,starSystemID
0917100000,40260.0,40375.0,68834.0,GJ 3488,,,,Cnc,-10.1688,15.2765,4.24447,3.33e-05,1.97e-05,8.63e-06,18.8359,255,216,181,K,V,5.0,K5.000000V,0.0,19296700.0,0,13,0,1.48502,7.9,0.094189,5965.97,1.52095,0,71835000.0,0.148502,59.4008,1.48848,0.0,0.0,0.0,0.0,0.0,0.0,No Gas Giant,4.0,0917000000
0918100000,40323.0,40438.0,69655.0,,,,,Vel,-9.13628,13.6193,-21.0365,3.83e-06,-4.45e-06,-4.54e-06,26.6738,255,237,222,G,V,1.0,G1.000000V,0.0,17737600.0,0,0,0,1.66503,6.9,1.38038,9737.22,2.0182900000000004,0,509744000.0,0.16650299999999998,66.6012,5.69825,0.0,0.0,0.0,0.0,0.0,0.0,Epistellar Gas Giant,0.0,0918000000
0919100000,40344.0,40459.0,0.0,,,,,Pup,-15.3639,22.8492,-13.4353,-2.1600000000000007e-05,-2.95e-05,-2.54e-05,30.6373,255,198,108,M,V,0.0,M0.000000V,0.0,20603800.0,0,8,0,0.4920000000000001,1.65,0.0745418,3537.0,0.442,0,8874660.0,0.0492,19.68,1.32416,0.0,0.0,0.0,0.0,0.0,0.0,No Gas Giant,1.0,0919000000
0920100000,40386.0,40501.0,0.0,GJ 2066,,,,Hya,-5.10425,7.5579,0.207372,1.3800000000000007e-05,9.23e-06,2.66e-06,9.1224,255,197,111,M,V,2.0,M2.000000V,0.0,9876750.0,0,0,0,0.201681,12.0,0.00673597,4774.56,0.788473,0,29467700.0,0.0201681,8.06723,0.398054,0.0,0.0,0.0,0.0,0.0,0.0,Eccentric Gas Giant,4.0,0920000000
0921100000,40556.0,40671.0,0.0,Gl 301.1,,,,Cnc,-11.0752,16.0875,11.5511,-6.4e-06,6.4e-05,-7.190000000000001e-05,22.6912,255,210,161,K,V,4.5,K4.500000V,0.0,15112700.0,0,6,0,0.86,7.0,0.132923,5385.0,1.43603,0,47682000.0,0.086,34.4,1.7682400000000005,0.0,0.0,0.0,0.0,0.0,0.0,Eccentric Gas Giant,5.0,0921000000
0922100000,40578.0,40693.0,69830.0,Gl 302,,,,Pup,-6.922910000000001,10.0354,-2.73234,-2.380000000000001e-05,4.67e-06,-6.53e-05,12.4938,255,247,248,G,V,8.0,G8.000000V,0.0,18068100.0,3,12,0,2.09741,10.2,0.5665,6736.0,2.45025,0,116740000.0,0.209741,83.8963,3.65041,0.0,0.0,0.0,0.0,0.0,0.0,No Gas Giant,3.0,0922000000
0923100000,40587.0,40702.0,71243.0,Gl 305,,Alpha Chamaeleontis,,Cha,-2.51591,3.64274,-19.0541,-1.25e-05,-3.1e-07,1.5399999999999998e-05,19.5618,224,226,255,F,V,5.0,F5.000000V,0.0,17867600.0,0,13,0,2.67563,8.9,7.99466,14338.3,3.19627,0,2396640000.0,0.267563,107.025,13.7133,0.0,0.0,0.0,0.0,0.0,0.0,No Gas Giant,0.0,0923000000
0924100000,40591.0,40706.0,70060.0,GJ 1109,,,,Pup,-13.0539,18.8953,-17.0929,5.59e-06,1.91e-05,8.09e-06,28.6287,181,199,255,A,V,8.0,A8.000000V,0.0,20163000.0,0,13,0,5.54447,1.2,11.9564,20040.4,5.20115,0,9146120000.0,0.554447,221.779,16.7703,0.0,0.0,0.0,0.0,0.0,0.0,No Gas Giant,4.0,0924000000
0925100000,40609.0,40724.0,0.0,GJ 3493,,,,Pup,-15.387,22.234,-7.34756,-3.48e-05,3.94e-05,-2.22e-05,28.0191,255,216,181,K,V,5.0,K5.000000V,0.0,15917600.0,0,12,0,1.36069,5.9,0.0806863,8689.0,2.04814,0,323215000.0,0.136069,54.4278,1.37766,0.0,0.0,0.0,0.0,0.0,0.0,Eccentric Gas Giant,0.0,0925000000
0926100000,40659.0,40774.0,0.0,,,,,Hya,-13.0928,18.8175,0.5357810000000001,1.49e-05,1.06e-05,-5.89e-06,22.9305,255,241,229,G,V,5.0,G5.000000V,0.0,18196500.0,0,12,0,1.2135200000000002,2.9,0.209315,6265.0,1.39772,0,87356700.0,0.121352,48.5408,2.21892,0.0,0.0,0.0,0.0,0.0,0.0,No Gas Giant,3.0,0926000000
0927100000,40728.0,40843.0,69897.0,Gl 303,,Chi Cancri,18 Cancri,Cnc,-9.32358,13.3075,8.35702,-2.46e-05,3.8e-05,-1.42e-05,18.2715,230,233,255,F,V,6.0,F6.000000V,0.0,19703500.0,0,11,0,0.88546,6.2,2.57988,5148.51,0.869826,0,39841700.0,0.088546,35.4184,7.7900800000000014,0.0,0.0,0.0,0.0,0.0,0.0,Conventional Gas Giant,6.0,0927000000
0928100000,40733.0,40848.0,68788.0,,,,,Ca,-5.14445,7.3416,30.1004,-1.29e-06,8.47e-05,-2.45e-05,31.407,255,202,157,K,V,0.0,K0.000000V,0.0,13612100.0,0,11,0,0.954762,10.6,0.389045,7597.61,1.96515,0,188938000.0,0.0954762,38.1905,3.02511,0.0,0.0,0.0,0.0,0.0,0.0,No Gas Giant,0.0,0928000000
0929100000,40795.0,40910.0,0.0,GJ 3494,,,,Cnc,-13.575,19.222,5.89838,-5.14e-06,2.380000000000001e-05,-2.62e-05,24.2601,255,198,108,M,V,0.0,M0.000000V,0.0,19105900.0,0,0,0,1.05,0.919,0.064506,5706.0,1.097,0,60108900.0,0.105,42.0,1.2318,0.0,0.0,0.0,0.0,0.0,0.0,Epistellar Gas Giant,2.0,0929000000
0930100000,40837.0,40952.0,70642.0,Gl 304,,,,Pup,-12.4982,17.608,-17.9301,-1.0800000000000003e-05,6.28e-05,-7.81e-06,28.0662,255,243,236,G,V,6.0,G6.000000V,0.0,18829400.0,1,10,0,2.04101,6.9,0.929822,11056.6,2.19545,0,847422000.0,0.204101,81.6404,4.67672,0.0,0.0,0.0,0.0,0.0,0.0,Eccentric Gas Giant,3.0,0930000000
0931100000,41014.0,41130.0,0.0,Gl 305.1,,,,Cnc,-14.2773,19.7388,9.76808,-2.24e-05,-3.39e-05,-3.92e-05,26.2467,255,210,161,K,V,4.0,K4.000000V,0.0,17686100.0,0,12,0,1.30061,12.5,0.0933254,6389.28,1.58575,0,94497300.0,0.13006099999999998,52.0244,1.48164,0.0,0.0,0.0,0.0,0.0,0.0,No Gas Giant,1.0,0931000000
0932100000,41094.0,41211.0,70958.0,Gl 306,,,1 Hydrae,Hya,-15.6666,21.4482,-1.74145,-2.18e-05,7.6e-05,-8.21e-06,26.617,230,233,255,F,V,6.0,F6.000000V,0.0,18953500.0,0,10,0,1.05271,3.1,3.51884,5849.09,1.11758,0,66368900.0,0.105271,42.1084,9.09791,0.0,0.0,0.0,0.0,0.0,0.0,No Gas Giant,1.0,0932000000
0933100000,41366.0,41484.0,71148.0,Gl 307.1,,,,Lyn,-9.3396,12.4377,15.9126,-9.5e-07,4.68e-06,-4.98e-05,22.2519,255,237,222,G,V,1.0,G1.000000V,0.0,20434300.0,0,9,0,0.6,10.6,1.27879,3683.0,0.5479999999999999,0,10433200.0,0.06,24.0,5.48456,0.0,0.0,0.0,0.0,0.0,0.0,Eccentric Gas Giant,1.0,0933000000
0934100000,41436.0,41554.0,0.0,Gl 308A,,,,Lyn,-9.71922,12.8548,11.2911,6.63e-05,7.269999999999999e-05,-2.57e-05,19.6773,255,198,108,M,V,0.0,M0.000000V,0.0,8435100.0,0,5,0,0.198868,5.4,0.0167494,4087.43,1.06595,0,15827500.0,0.0198868,7.95472,0.627685,0.0,0.0,0.225,0.275,0.075,0.825,No Gas Giant,7.0,0934000000
0934200000,118538.0,0.0,0.0,Gl 308B,,,,Lyn,-9.66045,12.7766,11.2228,6.74e-05,7.48e-05,-2.71e-05,19.558,255,198,108,M,V,0.0,M0.000000V,0.197474,8426510.0,0,6,1,0.201813,5.4,0.00792137,3864.06,1.08394,0,12641200.0,0.0201813,8.072510000000001,0.43166,0.25,0.1,0.225,0.275,0.075,0.825,No Gas Giant,7.0,0934000000
0935100000,41572.0,41689.0,0.0,Gl 308.1,,,,UMa,-5.68906,7.41823,17.3809,-7.7e-05,1.7e-05,-3.2500000000000004e-05,19.7355,255,227,196,K,V,7.0,K7.000000V,0.0,19917500.0,0,10,0,0.621,9.8,0.0259657,3743.0,0.597,0,11129900.0,0.0621,24.84,0.781523,0.0,0.0,0.0,0.0,0.0,0.0,No Gas Giant,5.0,0935000000
0936100000,41684.0,41802.0,0.0,GJ 3501A,,,,Hya,-16.0754,20.6944,-2.7698400000000003,4.79e-05,3.64e-05,-6.12e-06,26.3505,255,197,111,M,V,2.0,M2.000000V,0.0,9876010.0,0,0,0,0.194516,1.3,0.0202116,4601.87,0.7605770000000001,0,25430200.0,0.0194516,7.780639999999999,0.689512,0.0,0.0,0.0,0.0,0.0,0.0,Eccentric Gas Giant,2.0,0936000000
0937100000,41702.0,41820.0,71974.0,,,,,Lyn,-14.207,18.2523,16.1753,9.08e-06,-8.03e-06,-6.69e-06,28.2247,255,241,229,G,V,5.0,G5.000000V,0.0,20340300.0,0,8,0,0.422,11.6,0.865366,3322.0,0.389,0,6905740.0,0.0422,16.88,4.51172,0.0,0.0,0.0,0.0,0.0,0.0,No Gas Giant,2.0,0937000000
0938100000,41706.0,41824.0,0.0,GJ 2069A,,,,Cnc,-6.41266,8.23548,3.67452,8.76e-06,8.79e-06,-4.42e-06,11.0656,255,201,127,M,V,5.0,M5.000000V,0.0,20009100.0,0,0,0,0.811161,9.1,0.00185353,5213.0,0.7726890000000001,0,41875800.0,0.08111610000000001,32.4465,0.208805,0.0,0.0,24.0,136.0,8.0,408.0,No Gas Giant,4.0,0938000000
0938200000,118543.0,0.0,0.0,GJ 2069B,,,,,-5.0833,6.5281400000000005,2.9137,7.49e-06,7.95e-06,-4.75e-06,8.7719,255,204,111,M,V,4.0,M4.000000V,7.32713,13629100.0,0,0,1,0.380937,9.1,0.000314775,5135.03,0.7821170000000001,0,39426200.0,0.0380937,15.2375,0.08604819999999999,4.0,0.7,24.0,136.0,8.0,408.0,Epistellar Gas Giant,4.0,0938000000
0939100000,41807.0,41926.0,72673.0,Gl 309,,,,Pyx,-6.43939,8.17873,-6.37915,2.87e-05,7e-05,3.01e-05,12.2085,255,209,174,K,V,1.0,K1.000000V,0.0,14971300.0,0,11,0,1.15364,2.7,0.364083,7290.46,1.96291,0,160189000.0,0.115364,46.1457,2.92645,0.0,0.0,0.0,0.0,0.0,0.0,No Gas Giant,6.0,0939000000
0940100000,41892.0,42011.0,72769.0,Wo 9269,,,,Pyx,-18.1137,22.8207,-12.5814,2.39e-05,5.5e-05,1.53e-05,31.736,255,246,244,G,IV,8.0,G8.000000IV,0.0,19806500.0,0,10,0,0.937476,10.3,1.13553,5293.0,0.911374,0,44506100.0,0.0937476,37.499,5.16823,0.0,0.0,0.0,0.0,0.0,0.0,No Gas Giant,2.0,0940000000
0941100000,41955.0,42074.0,72760.0,GJ 3507,,,,Hya,-13.1952,16.5105,-0.267849,1.55e-05,1.25e-05,2.4e-06,21.1372,255,202,157,K,V,0.0,K0.000000V,0.0,14012300.0,0,10,0,0.984277,8.4,0.459198,7148.9,1.91183,0,148104000.0,0.0984277,39.3711,3.28656,0.0,0.0,0.0,0.0,0.0,0.0,No Gas Giant,5.0,0941000000
0942100000,42026.0,42145.0,72614.0,,,,,Lyn,-13.3362,16.5477,18.9623,-3.59e-05,0.00010336,-2.58e-05,28.4819,255,205,152,K,V,3.0,K3.000000V,0.0,17788300.0,0,0,0,1.38268,8.3,0.225528,6161.88,1.6664900000000002,0,81745600.0,0.138268,55.3072,2.30325,0.0,0.0,0.0,0.0,0.0,0.0,Epistellar Gas Giant,1.0,0942000000
0943100000,42053.0,42172.0,72945.0,Gl 310.1A,,,,Cnc,-15.694,19.4065,2.8967,-5.39e-06,3.28e-05,-1.27e-05,25.1256,230,234,255,F,V,8.0,F8.000000V,0.0,19664000.0,0,3,0,0.971588,11.0,2.37903,5612.49,0.958273,0,56264500.0,0.0971588,38.8635,7.480689999999999,0.0,0.0,0.4,0.4,0.13333299999999998,1.2,Eccentric Gas Giant,4.0,0943000000
0943200000,42054.0,42173.0,72946.0,Gl 310.1B,,,,Cnc,-16.3904,20.2667,3.02632,-7.95e-06,3.4200000000000005e-05,-1.34e-05,26.2398,255,247,248,G,V,8.0,G8.000000V,6.27458,19850100.0,0,8,1,0.654,11.0,0.755092,3866.0,0.633,0,12666600.0,0.0654,26.16,4.21446,4.0,0.0,0.4,0.4,0.13333299999999998,1.2,No Gas Giant,5.0,0943000000
0944100000,42101.0,42220.0,0.0,Gl 310,,,,UMa,-3.35397,4.12617,12.7085,5.4899999999999986e-05,4.52e-05,1.27e-05,13.776,255,198,108,M,V,0.5,M0.500000V,0.0,8565720.0,0,0,0,0.153008,7.9,0.0320922,3100.04,0.795309,0,5236990.0,0.015300799999999996,6.1203,0.8688440000000001,0.0,0.0,0.0,0.0,0.0,0.0,Epistellar Gas Giant,8.0,0944000000
0945100000,42148.0,42267.0,0.0,GJ 3508,,,,Cnc,-11.5891,14.1675,4.94877,-5.1e-06,2.35e-05,-7.92e-05,18.9609,255,195,112,M,V,3.0,M3.000000V,0.0,18784700.0,0,12,0,1.33238,1.5,0.00596486,6003.88,1.44002,0,73678300.0,0.13323800000000002,53.2952,0.374578,0.0,0.0,0.0,0.0,0.0,0.0,No Gas Giant,6.0,0945000000
0946100000,42172.0,42291.0,73524.0,Gl 312,,,,Vel,-13.2774,16.2025,-17.6695,3.03e-05,2.69e-05,4.25e-06,27.4048,255,239,221,G,V,0.0,G0.000000V,0.0,19648700.0,0,12,0,1.03685,9.9,1.59809,5844.96,1.02423,0,66181700.0,0.103685,41.474,6.13115,0.0,0.0,0.0,0.0,0.0,0.0,No Gas Giant,5.0,0946000000
0947100000,42214.0,42333.0,73350.0,Wo 9273,,,,Hya,-15.1296,18.3801,-2.84161,2.64e-05,2.25e-05,5e-06,23.9751,255,246,244,G,IV,8.0,G8.000000IV,0.0,14542100.0,0,11,0,2.83548,8.7,1.00832,11792.9,5.11353,0,1096700000.0,0.283548,113.419,4.87014,0.0,0.0,0.0,0.0,0.0,0.0,Epistellar Gas Giant,2.0,0947000000
0948100000,42299.0,42418.0,73512.0,,,,,Cnc,-15.7623,18.9514,3.00715,5.77e-06,1.04e-05,-3.510000000000001e-05,24.8324,255,202,157,K,V,0.0,K0.000000V,0.0,20310300.0,0,0,0,0.583,11.5,0.371535,3795.0,0.539,0,11761400.0,0.0583,23.32,2.95625,0.0,0.0,0.0,0.0,0.0,0.0,Epistellar Gas Giant,7.0,0948000000
0949100000,42311.0,42430.0,73752.0,Gl 314A,,,,Pyx,-11.4547,13.7567,-7.474289999999999,-1.93e-05,6.26e-05,1.8e-05,19.3986,255,244,235,G,V,3.0,G3.000000V,0.0,20192300.0,0,10,0,1.20567,3.7,3.1304,5866.0,1.12774,0,67139800.0,0.120567,48.2268,8.58108,0.0,0.0,0.3,0.3,0.1,0.9,No Gas Giant,2.0,0949000000
0949200000,118551.0,0.0,0.0,Gl 314B,,,,Pyx,-11.7631,14.1261,-7.67457,7.42e-06,2.69e-05,3.82e-05,19.9203,255,202,157,K,V,0.0,K0.000000V,0.10976500000000004,14230800.0,0,0,1,1.03531,3.7,0.6582640000000001,7251.15,1.94967,0,156762000.0,0.103531,41.4124,3.93497,0.3,0.0,0.3,0.3,0.1,0.9,Epistellar Gas Giant,2.0,0949000000
0950100000,42319.0,42438.0,72905.0,Gl 311,,Pi-1 Vulpeculae,3 Vulpeculae,UMa,-3.88028,4.65746,13.0125,8.54e-06,-7.24e-06,-9.19e-06,14.3554,255,239,221,G,V,0.5,G0.500000V,0.0,17080300.0,0,10,0,1.20441,9.9,1.00462,7577.14,1.57446,0,186910000.0,0.120441,48.1763,4.86118,0.0,0.0,0.0,0.0,0.0,0.0,No Gas Giant,8.0,0950000000
0951100000,42372.0,42491.0,0.0,,,,,Hya,-17.9153,21.399,2.82033,-2.01e-05,-1.15e-05,-4.07e-05,28.0505,255,248,252,G,V,9.0,G9.000000V,0.0,18706400.0,0,12,0,2.18844,1.45,0.296483,12037.2,2.38509,0,1190460000.0,0.218844,87.5377,2.6408400000000003,0.0,0.0,0.0,0.0,0.0,0.0,Eccentric Gas Giant,2.0,0951000000
0952100000,42380.0,42499.0,73667.0,Gl 315,,,,Cnc,-11.4153,13.6227,3.62332,1.04e-05,2.61e-06,-4.58e-05,18.1389,255,199,142,K,V,2.0,K2.000000V,0.0,15304400.0,0,12,0,1.1655,1.8,0.258941,7451.72,1.89772,0,174839000.0,0.11655,46.6199,2.46798,0.0,0.0,0.0,0.0,0.0,0.0,No Gas Giant,8.0,0952000000
0953100000,42388.0,42507.0,0.0,Gl 316,,,,Hya,-19.3428,23.051,-3.41564,-7.65e-06,-1.75e-05,-2.05e-05,30.2847,255,222,195,K,V,6.0,K6.000000V,0.0,16911600.0,0,10,0,1.46839,8.4,0.08757899999999999,8707.46,1.95806,0,325969000.0,0.146839,58.7357,1.4353,0.0,0.0,0.0,0.0,0.0,0.0,Eccentric Gas Giant,0.0,0953000000
0954100000,42406.0,42525.0,0.0,,,,,Lyn,-7.05443,8.39232,9.62663,1.4e-07,2.9e-06,-2.42e-06,14.59,230,234,255,F,V,8.0,F8.000000V,0.0,19383300.0,0,12,0,3.17668,10.9,0.019408900000000003,15183.1,3.22456,0,3013370000.0,0.317668,127.067,0.6756810000000001,0.0,0.0,0.0,0.0,0.0,0.0,Conventional Gas Giant,6.0,0954000000
0955100000,42448.0,42567.0,73554.0,GJ 1113,,,,Lyn,-14.9154,17.6796,21.6559,-2.730000000000001e-05,7.26e-05,5.89e-06,31.6857,255,210,161,K,V,4.0,K4.000000V,0.0,19831100.0,0,10,0,0.6609999999999999,4.8,0.160546,3966.0,0.6409999999999999,0,14028900.0,0.0661,26.44,1.94331,0.0,0.0,0.0,0.0,0.0,0.0,No Gas Giant,0.0,0955000000
0956100000,42482.0,42601.0,0.0,,,,,Vel,-12.174,14.3852,-19.6803,7.47e-06,-2.13e-05,-2.02e-05,27.248,255,198,109,M,V,1.0,M1.000000V,0.0,9107970.0,0,0,0,0.191616,8.4,0.0397009,4123.55,0.8809239999999999,0,16394400.0,0.0191616,7.664619999999997,0.966366,0.0,0.0,0.0,0.0,0.0,0.0,Epistellar Gas Giant,4.0,0956000000
0957100000,42531.0,42650.0,0.0,,,,,Vol,-7.34362,8.63301,-28.6669,-2.01e-06,2.8300000000000014e-05,9.03e-06,30.8261,255,201,127,M,V,5.0,M5.000000V,0.0,16316900.0,0,10,0,0.6219979999999999,4.3,0.0320627,5661.98,0.890968,0,58275500.0,0.06219980000000001,24.8799,0.8684440000000001,0.0,0.0,0.0,0.0,0.0,0.0,No Gas Giant,0.0,0957000000
0958100000,42581.0,42697.0,74385.0,Gl 319.1A,,,,Vel,-10.8811,12.726,-15.5752,1.57e-05,2.7600000000000014e-05,-2.32e-05,22.8676,255,199,142,K,V,2.0,K2.000000V,0.0,19832500.0,0,5,0,0.6579999999999999,5.0,0.259657,3817.0,0.638,0,12036500.0,0.0658,26.32,2.47139,0.0,0.0,7.0,21.0,2.33333,63.0,Eccentric Gas Giant,2.0,0958000000
0958200000,118560.0,0.0,0.0,Gl 319.1B,,,,,-10.6355,12.4395,-15.23,2.77e-05,1.57e-05,-6.56e-06,22.3564,255,198,109,M,V,1.0,M1.000000V,7.0548600000000015,9279230.0,0,4,1,0.203445,5.0,0.00368808,4137.64,0.9011,0,16619600.0,0.0203445,8.137789999999999,0.294538,3.5,0.5,7.0,21.0,2.33333,63.0,Conventional Gas Giant,1.0,0958000000
0959100000,42629.0,42748.0,0.0,Gl 319A,,,,Cnc,-9.9208,11.5399,2.56212,-3.08e-05,1.1e-05,-4.33e-05,15.4321,255,198,109,M,V,1.0,M1.000000V,0.0,20390800.0,0,0,0,0.435,3.5,0.0294307,3482.0,0.399,0,8335410.0,0.0435,17.4,0.8320350000000001,0.0,0.0,0.0,0.0,13.3333,480.0,No Gas Giant,6.0,0959000000
0959200000,42644.0,42762.0,0.0,Gl 319B,,,,Cnc,-9.60701,11.1622,2.47852,-1.7100000000000002e-05,-4.95e-06,-4.4e-05,14.9343,255,197,111,M,V,2.5,M2.500000V,80.3665,20238000.0,0,0,1,0.803624,3.5,0.00360081,5004.24,0.748287,0,35560200.0,0.08036239999999999,32.145,0.291033,20.0,0.6,40.0,160.0,13.3333,480.0,Epistellar Gas Giant,6.0,0959000000
0959300000,118559.0,0.0,0.0,Gl 319C,,,,Cnc,-8.58348,9.97317,2.21462,-2.9100000000000013e-05,1.3800000000000007e-05,-3.69e-05,13.3422,255,197,111,M,V,2.5,M2.500000V,0.0493905,9764820.0,0,0,2,0.144902,3.5,0.00298126,3413.27,0.5795600000000001,0,7696550.0,0.014490200000000003,5.7961,0.264814,0.15,0.9,15.0,285.0,5.0,855.0,No Gas Giant,3.0,0959000000
0960100000,42688.0,42808.0,74576.0,Gl 320,,,,Vel,-5.66967,6.56256,-6.99342,-2.69e-06,2.8000000000000013e-05,5.15e-06,11.1408,255,205,152,K,V,3.0,K3.000000V,0.0,19873900.0,0,10,0,0.639,2.1,0.252348,3615.0,0.617,0,9683780.0,0.0639,25.56,2.43636,0.0,0.0,0.0,0.0,0.0,0.0,No Gas Giant,6.0,0960000000
0961100000,42763.0,42881.0,0.0,,,,,Vel,-8.704,9.97889,-12.9999,-1.3699999999999998e-05,-3.19e-06,6.7e-06,18.5563,255,197,111,M,V,2.0,M2.000000V,0.0,9983930.0,0,0,0,0.206154,6.1,0.016474000000000003,4556.76,0.788749,0,24447700.0,0.0206154,8.246139999999999,0.622503,0.0,0.0,0.0,0.0,0.0,0.0,Epistellar Gas Giant,0.0,0961000000
0962100000,42794.0,42913.0,74956.0,Gl 321.3A,,Delta Velorum,,Vel,-9.39403,10.7398,-20.1588,3.25e-06,-8.95e-06,-9.04e-06,24.6975,192,207,255,A,IV,2.0,A2.000000IV,0.0,18051300.0,0,9,0,1.02296,8.8,89.7842,5452.05,1.19727,0,50101500.0,0.102296,40.9184,45.9559,0.0,0.0,0.0,0.0,0.08333330000000001,0.75,No Gas Giant,4.0,0962000000
0962200000,118562.0,0.0,0.0,Gl 321.3B,,,,Vel,-9.29972,10.6326,-19.9565,3.02e-06,-7.27e-06,-5.28e-06,24.4499,230,234,255,F,V,8.0,F8.000000V,0.0598078,19160400.0,0,12,1,3.34525,8.8,5.20475,14643.1,3.47514,0,2607040000.0,0.334525,133.81,11.0648,0.25,0.0,0.25,0.25,0.08333330000000001,0.75,No Gas Giant,5.0,0962000000
0962300000,118563.0,0.0,0.0,Gl 321.3C,,,,Vel,-9.30745,10.6304,-19.954,2.93e-06,-7.32e-06,-5.27e-06,24.4499,255,238,221,K,V,9.0,K9.000000V,0.0675614,16931100.0,0,7,2,1.54694,8.8,0.020720500000000003,9948.59,2.05804,0,555466000.0,0.154694,61.8776,0.6981390000000001,0.3,0.9,30.0,570.0,10.0,1710.0,Eccentric Gas Giant,3.0,0962000000
0963100000,42797.0,42916.0,74842.0,Gl 321.2,,,,Vel,-12.2434,13.9917,-17.1171,1.33e-05,-1.52e-05,-2.95e-05,25.2717,255,247,248,G,V,8.0,G8.000000V,0.0,18426500.0,0,11,0,2.0132,10.8,0.733162,12061.6,2.26128,0,1200160000.0,0.20132,80.5281,4.15281,0.0,0.0,0.0,0.0,0.0,0.0,No Gas Giant,3.0,0963000000
0964100000,42821.0,42940.0,74377.0,Gl 321,,,,Lyn,-13.1133,14.93,17.6871,3.02e-06,5.2e-05,-7.950000000000001e-05,26.6028,255,205,152,K,V,3.0,K3.000000V,0.0,15220700.0,0,12,0,1.21,6.4,0.240991,6095.0,1.99189,0,78254000.0,0.121,48.4,2.3809,0.0,0.0,0.0,0.0,0.0,0.0,No Gas Giant,2.0,0964000000
0965100000,43057.0,43177.0,75289.0,,,,,Vel,-14.53,16.1835,-19.4029,9.32e-06,-6.05e-06,-3.35e-05,29.146,224,229,255,F,V,9.0,F9.000000V,0.0,19176500.0,1,0,0,3.25306,0.9,2.13403,14650.8,3.37368,0,2612470000.0,0.325306,130.122,7.0850300000000015,0.0,0.0,0.0,0.0,0.0,0.0,Epistellar Gas Giant,4.0,0965000000
0966100000,43114.0,43233.0,0.0,,,,,Hya,-16.8464,18.6384,2.84841,-2.35e-05,-1.31e-05,-5.320000000000001e-05,25.2845,255,210,161,K,V,4.5,K4.500000V,0.0,19695200.0,0,12,0,1.01881,1.55,0.0403274,5697.46,1.00167,0,59749900.0,0.101881,40.7524,0.973961,0.0,0.0,0.0,0.0,0.0,0.0,No Gas Giant,8.0,0966000000
0967100000,43176.0,43297.0,75302.0,,,,,Hya,-20.8244,22.884,1.88416,1.67e-05,1.4499999999999993e-05,8.900000000000001e-06,30.9981,255,241,229,G,V,5.0,G5.000000V,0.0,19048200.0,0,13,0,1.21028,1.45,0.876597,6235.83,1.27212,0,85741100.0,0.121028,48.4112,4.5409,0.0,0.0,0.0,0.0,0.0,0.0,No Gas Giant,2.0,0967000000
0968100000,43287.0,43410.0,75332.0,,,,,Lyn,-16.0534,17.437,15.5601,-9.5e-07,1.3699999999999998e-05,-6.96e-06,28.3527,236,239,255,F,V,7.0,F7.000000V,0.0,18977100.0,0,13,0,3.03628,9.7,2.27615,14734.3,3.21538,0,2672570000.0,0.303628,121.451,7.31715,0.0,0.0,0.0,0.0,0.0,0.0,No Gas Giant,2.0,0968000000
0969100000,43302.0,43422.0,0.0,Gl 323A,,,,Cnc,-15.5075,16.8194,3.16007,1.86e-05,3.77e-06,-3.67e-06,23.0947,255,202,157,K,V,0.0,K0.000000V,0.0,13848400.0,0,9,0,0.980507,12.1,0.108443,7083.42,1.94984,0,142753000.0,0.0980507,39.2203,1.59714,0.0,0.0,0.0,0.0,0.0,0.0,Conventional Gas Giant,7.0,0969000000
0970100000,43387.0,43510.0,0.0,GJ 1114,,,,Cnc,-11.8712,12.7604,5.7049400000000015,5.7399999999999986e-05,5.550000000000003e-05,-4.66e-06,18.3385,255,197,111,M,V,1.5,M1.500000V,0.0,10291800.0,0,7,0,0.151952,8.7,0.00709251,3347.48,0.547111,0,7120030.0,0.0151952,6.07809,0.408453,0.0,0.0,0.0,0.0,0.0,0.0,No Gas Giant,8.0,0970000000
0971100000,43411.0,43534.0,0.0,Gl 322,,,,UMa,-4.56447,4.89455,15.1252,5.39e-06,-1.66e-05,-1.64e-05,16.5399,255,216,181,K,V,5.0,K5.000000V,0.0,19141400.0,0,10,0,1.04493,3.7,0.0471194,5823.09,1.08765,0,65196700.0,0.104493,41.7972,1.05279,0.0,0.0,0.0,0.0,0.0,0.0,No Gas Giant,6.0,0971000000
0972100000,43434.0,43557.0,75767.0,,,,,Cnc,-16.2373,17.3708,3.3684199999999995,-1.8100000000000006e-05,-6.78e-06,-2.660000000000001e-05,24.0154,255,244,235,G,V,1.5,G1.500000V,0.0,19214600.0,0,11,0,0.91,8.5,1.1825,5196.0,0.94,0,41332200.0,0.091,36.4,5.27402,0.0,0.0,0.0,0.0,0.0,0.0,No Gas Giant,6.0,0972000000
