,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,uniqueID,numberOfStars,systemAge,gardenWorldPresent,cartesianX,cartesianY,cartesianZ,cartesianVelocityX,cartesianVelocityY,cartesianVelocityZ
808,808,808,808,0808000000,1,8.7,0,-7.4963,21.4184,14.7885,-3.28e-06,3.2500000000000004e-05,-6.43e-06
809,809,809,809,0809000000,2,3.5,0,-6.6463199999999985,18.9026,-21.4709,-3.112e-05,9.64e-05,1.19e-05
810,810,810,810,0810000000,2,2.3,0,-16.8731,47.5876,14.9951,1.315e-05,-1.96e-06,-1.205e-05
811,811,811,811,0811000000,1,3.9,0,-3.75078,10.5719,9.1732,1.23e-05,9.84e-06,-6.3e-06
812,812,812,812,0812000000,1,5.9,0,-5.5418,15.3255,10.5146,-2.42e-05,-5.3e-05,-6.55e-05
813,813,813,813,0813000000,2,10.1,0,-11.6162,31.8628,13.6908,7.04e-06,-1.001e-05,-6.49e-06
814,814,814,814,0814000000,1,4.8,0,-6.6602,18.2104,-25.0983,-5.81e-06,3.16e-05,-3.95e-06
815,815,815,815,0815000000,1,5.5,0,-3.29639,8.92179,23.147,1.19e-05,-7.62e-06,-5.09e-06
816,816,816,816,0816000000,1,5.5,0,-4.04366,10.6383,11.8213,1.15e-05,-3.95e-06,-3.55e-05
817,817,817,817,0817000000,1,8.6,0,-10.4217,27.3319,-10.6602,-3e-07,-1.87e-05,-4.760000000000001e-05
818,818,818,818,0818000000,1,11.6,0,-8.35047,21.815,5.37761,-2.7e-05,4.3e-05,-3.9299999999999986e-05
819,819,819,819,0819000000,1,5.4,0,-10.7829,28.1659,5.7019699999999975,-1.24e-06,-2.5e-07,-1.11e-06
820,820,820,820,0820000000,1,0.1,0,-1.83261,4.7420300000000015,-29.3875,-2.7e-05,-9.6e-07,1.53e-06
821,821,821,821,0821000000,1,11.3,0,-8.38009,21.6694,-7.50068,5.98e-06,6.5e-07,-4.79e-06
822,822,822,822,0822000000,1,9.3,0,-8.79927,22.2123,-6.7473100000000015,-4.03e-06,-5.01e-06,-1.12e-05
823,823,823,823,0823000000,1,8.4,0,-10.4807,26.3242,11.1814,2.59e-05,6e-05,1.39e-05
824,824,824,824,0824000000,1,2.2,0,-9.1515,22.9499,-16.8639,1.89e-05,7.53e-05,-2.59e-05
825,825,825,825,0825000000,1,11.1,0,-1.40955,3.51486,0.346358,-1.9e-05,1.91e-05,-6.61e-05
826,826,826,826,0826000000,1,1.65,0,-5.26627,13.1293,-17.7222,2.84e-05,1.35e-05,-2.89e-06
827,827,827,827,0827000000,1,6.5,0,-6.6806899999999985,16.6446,7.2623,2.11e-05,1.39e-05,-1.25e-05
828,828,828,828,0828000000,1,8.6,0,-9.99473,24.7857,9.22552,-1.6100000000000002e-05,-3.13e-06,-8.98e-06
829,829,829,829,0829000000,1,12.3,0,-8.07286,19.9368,18.4725,-1.57e-05,5.03e-06,2.78e-06
830,830,830,830,0830000000,1,9.7,0,-4.6331,11.3591,-0.706952,-2.3e-05,-1.23e-05,-4.72e-05
831,831,831,831,0831000000,1,2.9,0,-5.12555,12.550999999999998,-7.90532,1.11e-05,-9.000000000000002e-07,-8.64e-06
832,832,832,832,0832000000,1,3.1,0,-5.67253,13.8604,9.35597,-9.71e-06,-1.25e-05,1.27e-05
833,833,833,833,0833000000,2,5.7,0,-11.7768,28.7457,19.2496,-2.009e-05,-2.380000000000001e-05,2.92e-05
834,834,834,834,0834000000,1,8.8,0,-10.2717,24.9745,-3.57973,-1.05e-05,8e-06,1.53e-05
835,835,835,835,0835000000,1,8.4,0,-5.00864,12.102,15.429,-5.6e-06,-1.4800000000000002e-05,-2.6e-05
836,836,836,836,0836000000,1,5.8,0,-6.68685,16.0034,-13.2316,4.54e-06,1.32e-05,-8.1e-07
837,837,837,837,0837000000,1,7.9,0,-7.79672,18.5639,5.25,-3.5e-05,6.37e-05,-1.14e-05
838,838,838,838,0838000000,2,2.8,0,-7.51439,17.7117,14.0941,1.942e-05,2.58e-05,-2.174e-05
839,839,839,839,0839000000,1,1.4,0,-3.58452,8.44116,23.4262,1.3800000000000007e-05,2.2e-05,-1.41e-06
840,840,840,840,0840000000,1,4.0,0,-10.7882,25.3859,-4.3102,-8.88e-06,5.28e-05,-3.11e-05
841,841,841,841,0841000000,1,10.5,0,-6.22846,14.4954,11.9017,1.13e-05,-1.41e-05,-1.21e-05
842,842,842,842,0842000000,1,6.9,0,-8.04602,18.6412,23.9747,6.21e-05,3.55e-05,-6.77e-06
843,843,843,843,0843000000,1,5.5,0,-9.33824,21.4629,-9.59778,-1.94e-05,5.69e-05,-1.84e-05
844,844,844,844,0844000000,1,1.5,0,-11.6251,26.6372,-12.6213,1.4300000000000005e-05,1.2e-06,2.17e-06
845,845,845,845,0845000000,1,13.4,0,-9.76173,22.3341,-2.94817,9.37e-06,3.42e-06,-5.1e-06
846,846,846,846,0846000000,1,9.8,0,-6.97933,15.9623,-23.0923,-8.05e-06,3.06e-05,2.36e-05
847,847,847,847,0847000000,1,3.0,0,-2.09092,4.78266,10.2185,2.32e-05,1.58e-05,-2.65e-06
848,848,848,848,0848000000,3,2.3,0,-16.0812,36.717,24.9337,3.313e-05,3.297e-05,-2.149e-05
849,849,849,849,0849000000,1,8.9,0,-9.9288,22.6582,10.1648,-2.21e-05,-4.54e-06,-1.14e-05
850,850,850,850,0850000000,1,10.9,0,-2.9780900000000003,6.73912,10.4638,7.23e-06,2.28e-06,5.9e-07
851,851,851,851,0851000000,1,0.3,0,-6.23163,14.0878,-20.0339,2.68e-06,2.87e-05,1.94e-05
852,852,852,852,0852000000,1,4.6,0,-5.76337,12.9268,-0.769192,-1.89e-06,-1.88e-06,-1.74e-05
853,853,853,853,0853000000,1,7.1,0,-6.18339,13.7314,23.6839,-1.7800000000000002e-05,1.55e-05,-1.3699999999999998e-05
854,854,854,854,0854000000,1,0.5,0,-9.54869,21.0886,18.6624,1.7e-07,-4e-08,1.3e-07
855,855,855,855,0855000000,1,1.4,0,-10.8321,23.6779,17.8617,3.45e-06,-8.93e-06,1.39e-05
856,856,856,856,0856000000,1,5.9,0,-4.12563,8.981869999999997,-3.83865,-1.75e-05,-1.7800000000000002e-05,-2.27e-05
857,857,857,857,0857000000,2,0.0,0,-2.9315900000000004,6.3371900000000005,0.638634,2.22e-05,9.33e-06,-3.52e-05
858,858,858,858,0858000000,1,4.7,0,-6.12245,13.2223,0.555601,4.92e-06,1.4300000000000005e-05,-1.7e-05
859,859,859,859,0859000000,2,0.65,0,-11.9836,25.6929,-1.7834900000000002,7.19e-06,-3.8e-05,-3.4899999999999995e-05
860,860,860,860,0860000000,1,1.75,0,-7.5638,15.9021,20.4165,5.38e-06,7.76e-06,6.21e-06
861,861,861,861,0861000000,1,9.1,0,-7.5533899999999985,15.6682,-17.4993,2e-05,-2.01e-05,-6.7e-05
862,862,862,862,0862000000,1,10.9,0,-12.7424,26.3603,9.61407,-2.8e-06,2.32e-05,-6.73e-05
863,863,863,863,0863000000,1,8.1,0,-8.062489999999999,16.6488,-23.817,-1.6e-07,2.1e-05,1.47e-05
864,864,864,864,0864000000,1,7.3,0,-8.62476,17.6426,-23.7861,8.04e-06,2.23e-05,1.36e-05
865,865,865,865,0865000000,1,8.1,0,-8.37738,17.1241,-23.0984,7.48e-06,2.15e-05,1.32e-05
866,866,866,866,0866000000,1,0.8,0,-2.62189,5.33605,0.369099,-3.48e-06,2.97e-05,-1.13e-05
867,867,867,867,0867000000,1,6.3,0,-12.2283,24.7913,1.03169,1.39e-06,-2.21e-05,-2.81e-05
868,868,868,868,0868000000,1,8.6,0,-4.05547,8.19518,4.86717,2.62e-05,1.7800000000000002e-05,-3.1e-07
869,869,869,869,0869000000,2,0.0,0,-11.2086,22.567,-17.0252,-6.254e-05,0.00021882,0.0001437
870,870,870,870,0870000000,1,9.3,0,-6.71454,13.4258,-25.8017,-2.14e-06,1.97e-05,1.0800000000000003e-05
871,871,871,871,0871000000,1,0.55,0,-12.6422,25.0676,-6.9679699999999976,-7.24e-06,-2.26e-05,-6.8e-05
872,872,872,872,0872000000,1,6.1,0,-4.08778,8.06532,25.1245,5.97e-06,1.5e-05,-2.84e-05
873,873,873,873,0873000000,1,8.5,0,-12.6836,24.9076,-6.03952,-3.5e-07,3.27e-05,4.65e-06
874,874,874,874,0874000000,1,12.8,0,-6.30243,12.3329,5.14197,-0.00012489,1.6e-05,-4.92e-05
875,875,875,875,0875000000,1,2.1,0,-7.2164100000000015,14.0628,21.4773,-1.0800000000000003e-05,5.6299999999999986e-05,-4.05e-05
876,876,876,876,0876000000,1,2.9,0,-9.01645,17.3356,10.1128,8.45e-06,-1.41e-05,-9.91e-06
877,877,877,877,0877000000,1,5.8,0,-8.08307,15.3479,23.9887,8.56e-06,-3.85e-06,2.82e-06
878,878,878,878,0878000000,2,4.9,0,-15.0907,28.4509,-7.96824,2.589e-05,-2.546e-05,-4.85e-05
879,879,879,879,0879000000,1,7.2,0,-14.3424,26.9936,-5.9599400000000005,1.15e-05,4.3e-07,-2.57e-05
880,880,880,880,0880000000,2,10.2,0,-13.9121,26.0923,-20.4785,8.99e-06,5.69e-05,1.848e-05
881,881,881,881,0881000000,1,0.0,0,-13.8319,25.7442,12.139,1.07e-05,9.73e-06,-8.42e-06
882,882,882,882,0882000000,1,1.4,0,-11.9294,22.0741,14.842,-5.21e-05,-0.0001132,-0.00034553
883,883,883,883,0883000000,1,11.3,0,-8.38524,15.4146,-8.29595,2.09e-05,2.0600000000000006e-05,1.7e-05
884,884,884,884,0884000000,1,8.5,0,-9.62672,17.6256,-0.495122,-2.84e-05,0.00010314,-8.61e-06
885,885,885,885,0885000000,1,1.3,0,-9.38907,17.1315,6.81695,-6.72e-06,-7.14e-06,-4.94e-05
886,886,886,886,0886000000,1,0.55,0,-1.41237,2.54047,16.9434,3.88e-05,1.18e-05,-6e-06
887,887,887,887,0887000000,3,3.5,0,-11.8432,20.9592,-42.2052,-0.0001198,-3.293e-05,6.4e-07
888,888,888,888,0888000000,1,1.45,0,-7.54604,13.3637,-10.333,-1.82e-05,7.26e-06,2.27e-05
889,889,889,889,0889000000,1,0.5,0,-8.223510000000001,14.5242,-8.00638,-2.13e-05,-2.84e-05,-1.76e-05
890,890,890,890,0890000000,1,3.5,0,-3.19246,5.63052,5.68706,-1.29e-05,4.71e-06,-2.89e-05
891,891,891,891,0891000000,1,5.9,0,-12.168,21.3727,-17.1854,2.730000000000001e-05,5.83e-05,1.09e-05
892,892,892,892,0892000000,1,5.4,0,-14.7622,25.8704,5.32164,-7.709999999999999e-05,2.38e-06,1.07e-05
893,893,893,893,0893000000,1,8.5,0,-11.0495,19.2224,8.44174,-1.57e-05,-1.44e-05,-6.879999999999999e-05
894,894,894,894,0894000000,1,8.2,0,-7.34704,12.6571,8.18331,-1.77e-05,5.83e-05,-7.53e-05
895,895,895,895,0895000000,1,8.0,0,-14.5637,24.7103,-8.86335,4.03e-05,3.06e-05,1.92e-05
896,896,896,896,0896000000,1,9.3,0,-3.58481,6.05435,-15.8188,1.65e-05,-1.88e-06,-4.45e-06
897,897,897,897,0897000000,1,5.9,0,-9.71297,16.2734,25.0077,-8.950000000000001e-05,4.2100000000000014e-05,-6.22e-05
898,898,898,898,0898000000,1,1.25,0,-9.55892,15.8493,17.8498,-1.53e-05,-1.03e-05,-3.5000000000000016e-06
899,899,899,899,0899000000,1,6.8,0,-15.0,24.8419,4.73541,-3.26e-05,-2.01e-05,2.26e-06
900,900,900,900,0900000000,1,6.0,0,-12.6384,20.6844,16.3978,-2.51e-05,1.01e-06,-2.95e-05
901,901,901,901,0901000000,1,2.9,0,-8.84418,14.3468,24.8873,-2.33e-05,-2.14e-06,-7.05e-06
902,902,902,902,0902000000,1,8.2,0,-11.4643,18.5245,-12.2767,-1.57e-05,-5.3e-05,-2.860000000000001e-05
903,903,903,903,0903000000,1,4.4,0,-9.37904,15.0762,-8.01855,-1.6899999999999994e-05,4.2100000000000014e-05,-1.5399999999999998e-05
904,904,904,904,0904000000,1,0.0,0,-11.4567,18.3766,8.566,1.44e-05,-2.81e-05,-2.0600000000000006e-05
905,905,905,905,0905000000,1,10.2,0,-8.23983,13.1584,5.99233,1.5e-05,2.15e-05,-2.67e-05
906,906,906,906,0906000000,2,8.1,0,-17.2632,27.3783,20.8736,-6.94e-06,2.49e-05,-3.09e-05
907,907,907,907,0907000000,1,0.0,0,-5.1200199999999985,8.11386,-17.526,1.96e-05,-2.99e-06,-3.63e-05
908,908,908,908,0908000000,1,7.7,0,-11.0757,17.4667,8.316230000000001,2.77e-05,2.0600000000000006e-05,-6.37e-06
909,909,909,909,0909000000,1,11.3,0,-5.3318400000000015,8.371939999999999,-13.1565,-1.63e-05,0.0001023,-3.72e-05
910,910,910,910,0910000000,1,6.0,0,-5.28974,8.276019999999999,26.5884,-7.83e-06,-2.89e-05,-7.93e-06
911,911,911,911,0911000000,2,8.6,0,-23.5111,36.6871,-10.7074,6.81e-06,8.72e-05,-5.09e-06
912,912,912,912,0912000000,1,0.3,0,-9.98843,15.4333,11.6923,6.64e-06,7.929999999999999e-05,-4.07e-05
913,913,913,913,0913000000,1,0.65,0,-13.036,20.033,7.603789999999999,-7e-08,-6.2e-06,-2.09e-05
914,914,914,914,0914000000,1,9.0,0,-8.58988,13.1969,20.087,1.61e-06,2.51e-05,-1.58e-05
915,915,915,915,0915000000,2,4.3,0,-22.5234,34.3062,-10.1686,4.02e-05,2.057e-05,-0.0001046
916,916,916,916,0916000000,1,2.6,0,-12.8707,19.524,-14.4626,7.98e-06,6.890000000000001e-05,-8.96e-06
917,917,917,917,0917000000,1,8.5,0,-10.1688,15.2765,4.24447,3.33e-05,1.97e-05,8.63e-06
918,918,918,918,0918000000,1,7.7,0,-9.13628,13.6193,-21.0365,3.83e-06,-4.45e-06,-4.54e-06
919,919,919,919,0919000000,1,1.0,0,-15.3639,22.8492,-13.4353,-2.1600000000000007e-05,-2.95e-05,-2.54e-05
920,920,920,920,0920000000,1,8.2,0,-5.10425,7.5579,0.207372,1.3800000000000007e-05,9.23e-06,2.66e-06
921,921,921,921,0921000000,1,7.2,0,-11.0752,16.0875,11.5511,-6.4e-06,6.4e-05,-7.190000000000001e-05
922,922,922,922,0922000000,1,2.4,0,-6.922910000000001,10.0354,-2.73234,-2.380000000000001e-05,4.67e-06,-6.53e-05
923,923,923,923,0923000000,1,4.9,0,-2.51591,3.64274,-19.0541,-1.25e-05,-3.1e-07,1.5399999999999998e-05
924,924,924,924,0924000000,1,1.55,0,-13.0539,18.8953,-17.0929,5.59e-06,1.91e-05,8.09e-06
925,925,925,925,0925000000,1,6.7,0,-15.387,22.234,-7.34756,-3.48e-05,3.94e-05,-2.22e-05
926,926,926,926,0926000000,1,8.5,0,-13.0928,18.8175,0.5357810000000001,1.49e-05,1.06e-05,-5.89e-06
927,927,927,927,0927000000,1,5.9,0,-9.32358,13.3075,8.35702,-2.46e-05,3.8e-05,-1.42e-05
928,928,928,928,0928000000,1,6.5,0,-5.14445,7.3416,30.1004,-1.29e-06,8.47e-05,-2.45e-05
929,929,929,929,0929000000,1,6.2,0,-13.575,19.222,5.89838,-5.14e-06,2.380000000000001e-05,-2.62e-05
930,930,930,930,0930000000,1,13.5,0,-12.4982,17.608,-17.9301,-1.0800000000000003e-05,6.28e-05,-7.81e-06
931,931,931,931,0931000000,1,6.0,0,-14.2773,19.7388,9.76808,-2.24e-05,-3.39e-05,-3.92e-05
932,932,932,932,0932000000,1,9.9,0,-15.6666,21.4482,-1.74145,-2.18e-05,7.6e-05,-8.21e-06
933,933,933,933,0933000000,1,3.4,0,-9.3396,12.4377,15.9126,-9.5e-07,4.68e-06,-4.98e-05
934,934,934,934,0934000000,2,10.8,0,-19.3797,25.6313,22.5138,0.0001337,0.0001475,-5.28e-05
935,935,935,935,0935000000,1,9.8,0,-5.68906,7.41823,17.3809,-7.7e-05,1.7e-05,-3.2500000000000004e-05
936,936,936,936,0936000000,1,3.6,0,-16.0754,20.6944,-2.7698400000000003,4.79e-05,3.64e-05,-6.12e-06
937,937,937,937,0937000000,1,13.5,0,-14.207,18.2523,16.1753,9.08e-06,-8.03e-06,-6.69e-06
938,938,938,938,0938000000,2,9.0,0,-11.496,14.7636,6.58822,1.625e-05,1.674e-05,-9.17e-06
939,939,939,939,0939000000,1,0.0,0,-6.43939,8.17873,-6.37915,2.87e-05,7e-05,3.01e-05
940,940,940,940,0940000000,1,9.3,0,-18.1137,22.8207,-12.5814,2.39e-05,5.5e-05,1.53e-05
941,941,941,941,0941000000,1,0.15,0,-13.1952,16.5105,-0.267849,1.55e-05,1.25e-05,2.4e-06
942,942,942,942,0942000000,1,7.2,0,-13.3362,16.5477,18.9623,-3.59e-05,0.00010336,-2.58e-05
943,943,943,943,0943000000,2,8.4,0,-32.0844,39.6732,5.9230199999999975,-1.334e-05,6.7e-05,-2.61e-05
944,944,944,944,0944000000,1,8.0,0,-3.35397,4.12617,12.7085,5.4899999999999986e-05,4.52e-05,1.27e-05
945,945,945,945,0945000000,1,9.0,0,-11.5891,14.1675,4.94877,-5.1e-06,2.35e-05,-7.92e-05
946,946,946,946,0946000000,1,10.9,0,-13.2774,16.2025,-17.6695,3.03e-05,2.69e-05,4.25e-06
947,947,947,947,0947000000,1,10.6,0,-15.1296,18.3801,-2.84161,2.64e-05,2.25e-05,5e-06
948,948,948,948,0948000000,1,1.8,0,-15.7623,18.9514,3.00715,5.77e-06,1.04e-05,-3.510000000000001e-05
949,949,949,949,0949000000,2,4.3,0,-23.2178,27.8828,-15.1489,-1.188e-05,8.950000000000001e-05,5.62e-05
950,950,950,950,0950000000,1,11.0,0,-3.88028,4.65746,13.0125,8.54e-06,-7.24e-06,-9.19e-06
951,951,951,951,0951000000,1,10.6,0,-17.9153,21.399,2.82033,-2.01e-05,-1.15e-05,-4.07e-05
952,952,952,952,0952000000,1,7.1,0,-11.4153,13.6227,3.62332,1.04e-05,2.61e-06,-4.58e-05
953,953,953,953,0953000000,1,3.0,0,-19.3428,23.051,-3.41564,-7.65e-06,-1.75e-05,-2.05e-05
954,954,954,954,0954000000,1,7.2,0,-7.05443,8.39232,9.62663,1.4e-07,2.9e-06,-2.42e-06
955,955,955,955,0955000000,1,11.5,0,-14.9154,17.6796,21.6559,-2.730000000000001e-05,7.26e-05,5.89e-06
956,956,956,956,0956000000,1,11.0,0,-12.174,14.3852,-19.6803,7.47e-06,-2.13e-05,-2.02e-05
957,957,957,957,0957000000,1,9.0,0,-7.34362,8.63301,-28.6669,-2.01e-06,2.8300000000000014e-05,9.03e-06
958,958,958,958,0958000000,2,5.8,0,-21.5165,25.1656,-30.8052,4.34e-05,4.33e-05,-2.976e-05
959,959,959,959,0959000000,3,9.4,0,-28.1113,32.6753,7.2552699999999986,-7.7e-05,1.985e-05,-0.0001242
960,960,960,960,0960000000,1,7.7,0,-5.66967,6.56256,-6.99342,-2.69e-06,2.8000000000000013e-05,5.15e-06
961,961,961,961,0961000000,1,6.8,0,-8.704,9.97889,-12.9999,-1.3699999999999998e-05,-3.19e-06,6.7e-06
962,962,962,962,0962000000,3,4.9,0,-28.0012,32.0028,-60.0693,9.2e-06,-2.354e-05,-1.959e-05
963,963,963,963,0963000000,1,5.5,0,-12.2434,13.9917,-17.1171,1.33e-05,-1.52e-05,-2.95e-05
964,964,964,964,0964000000,1,9.6,0,-13.1133,14.93,17.6871,3.02e-06,5.2e-05,-7.950000000000001e-05
965,965,965,965,0965000000,1,1.8,0,-14.53,16.1835,-19.4029,9.32e-06,-6.05e-06,-3.35e-05
966,966,966,966,0966000000,1,1.65,0,-16.8464,18.6384,2.84841,-2.35e-05,-1.31e-05,-5.320000000000001e-05
967,967,967,967,0967000000,1,9.2,0,-20.8244,22.884,1.88416,1.67e-05,1.4499999999999993e-05,8.900000000000001e-06
968,968,968,968,0968000000,1,1.75,0,-16.0534,17.437,15.5601,-9.5e-07,1.3699999999999998e-05,-6.96e-06
969,969,969,969,0969000000,1,5.7,0,-15.5075,16.8194,3.16007,1.86e-05,3.77e-06,-3.67e-06
970,970,970,970,0970000000,1,7.3,0,-11.8712,12.7604,5.7049400000000015,5.7399999999999986e-05,5.550000000000003e-05,-4.66e-06
971,971,971,971,0971000000,1,11.1,0,-4.56447,4.89455,15.1252,5.39e-06,-1.66e-05,-1.64e-05
972,972,972,972,0972000000,1,5.9,0,-16.2373,17.3708,3.3684199999999995,-1.8100000000000006e-05,-6.78e-06,-2.660000000000001e-05
973,973,973,973,0973000000,2,8.6,0,-14.9775,15.9721,11.8016,7.8e-07,8.379999999999999e-05,5.3e-07
974,974,974,974,0974000000,1,4.7,0,-12.5244,13.2572,-20.5456,1.17e-06,1.88e-06,5e-07
975,975,975,975,0975000000,1,3.6,0,-14.3278,15.1264,14.7095,-2.22e-05,5.870000000000001e-05,-2.72e-06
976,976,976,976,0976000000,1,9.7,0,-11.93,12.5388,-1.64654,2.74e-06,4.760000000000001e-05,-5.3e-07
977,977,977,977,0977000000,1,8.6,0,-19.6094,20.4924,-12.8627,-9.83e-06,8.48e-05,-6.68e-06
978,978,978,978,0978000000,1,0.95,0,-13.6908,14.2857,0.5342100000000001,-2.86e-06,-3.38e-06,-0.00010026
979,979,979,979,0979000000,1,8.6,0,-9.59732,10.0083,-19.778,4.82e-06,-9.12e-06,-4.46e-06
980,980,980,980,0980000000,1,1.7,0,-14.5825,15.1101,15.3669,1.5e-06,2.71e-06,-1.24e-06
981,981,981,981,0981000000,1,3.8,0,-11.6288,11.9292,3.43391,6.84e-06,-2.86e-06,-2.82e-05
982,982,982,982,0982000000,1,3.6,0,-18.6172,19.0717,-9.48217,1.7800000000000002e-05,-2.7000000000000004e-06,-4.03e-05
983,983,983,983,0983000000,1,4.7,0,-13.7546,13.9193,7.33465,-1.76e-05,-7.7e-05,-3.48e-05
984,984,984,984,0984000000,1,3.6,0,-14.2097,14.3678,-5.84513,-0.00010542,7.120000000000001e-05,-1.34e-05
985,985,985,985,0985000000,1,11.7,0,-21.8016,21.9856,1.00803,5.43e-06,5.88e-06,-1.0800000000000003e-05
986,986,986,986,0986000000,3,2.9,0,-20.6284,20.7698,32.5602,2.991e-05,0.0001031,-1.386e-05
987,987,987,987,0987000000,1,8.2,0,-9.57345,9.62345,-22.6664,-1.02e-05,4.2e-05,8.54e-06
988,988,988,988,0988000000,2,7.1,0,-17.1846,17.0886,21.6558,1.906e-05,8.329999999999999e-05,-9.07e-06
989,989,989,989,0989000000,1,0.3,0,-20.9512,20.8071,11.6038,-5.03e-05,-8.55e-06,-4.49e-05
990,990,990,990,0990000000,2,6.5,0,-32.1333,31.8988,4.15391,8.77e-05,-1.309e-05,-5.08e-05
991,991,991,991,0991000000,2,5.3,0,-23.4303,23.1678,8.99259,2.037e-05,7.15e-06,-6.14e-05
992,992,992,992,0992000000,1,11.0,0,-22.023000000000003,21.6811,3.51988,-1.53e-05,-1.3e-05,-1.56e-05
993,993,993,993,0993000000,1,10.4,0,-13.7849,13.5073,2.87347,-4.28e-05,-3.97e-05,-1.89e-05
994,994,994,994,0994000000,1,0.55,0,-17.3003,16.787,18.7262,-2.11e-06,1.98e-05,-1.97e-05
995,995,995,995,0995000000,1,0.6,0,-19.6031,18.8736,-7.75885,1.11e-05,9.93e-06,-3.95e-06
996,996,996,996,0996000000,2,0.3,0,-29.8761,27.8708,-15.048,1.85e-05,7.709999999999999e-05,7.45e-06
997,997,997,997,0997000000,1,6.8,0,-20.3372,18.8343,13.8982,-1.11e-05,3.88e-05,-4.5e-05
998,998,998,998,0998000000,1,9.9,0,-11.6919,10.822,10.6984,-9.02e-06,3.26e-05,6.37e-06
999,999,999,999,0999000000,1,5.0,0,-13.5849,12.5723,-12.8851,-6.57e-06,-2.98e-05,-2.22e-05
1000,1000,1000,1000,1000000000,1,0.4,0,-13.1365,12.157,22.5862,1.05e-05,1.65e-05,-2.9e-06
1001,1001,1001,1001,1001000000,1,9.4,0,-14.6167,13.5233,24.4027,-2.3e-05,6.02e-05,-1.92e-05
1002,1002,1002,1002,1002000000,1,0.25,0,-19.9296,18.414,14.0843,2.1e-05,2.7399999999999995e-05,-6.19e-06
1003,1003,1003,1003,1003000000,1,10.0,0,-12.6356,11.6281,11.0747,-8.7e-06,5.3e-05,-4.68e-05
1004,1004,1004,1004,1004000000,1,7.1,0,-16.6448,15.3044,-20.4368,-3.38e-06,2.87e-05,2.42e-05
1005,1005,1005,1005,1005000000,2,8.7,0,-11.7188,10.7005,37.6325,-1.128e-05,1.028e-05,-9.65e-06
1006,1006,1006,1006,1006000000,1,8.4,0,-12.6012,11.3947,17.9762,2.58e-05,3.37e-05,-3.29e-06
1007,1007,1007,1007,1007000000,2,10.4,0,-29.3521,26.3599,10.5682,4.205e-05,0.00010270000000000004,5.920000000000001e-05
1008,1008,1008,1008,1008000000,1,10.4,0,-7.020010000000001,6.19211,17.1854,3.91e-06,-2.35e-06,-1.46e-05
1009,1009,1009,1009,1009000000,2,12.2,0,-5.5487800000000025,4.89206,9.7057,2.55e-05,9.92e-05,1.16e-06
1010,1010,1010,1010,1010000000,1,2.8,0,-13.457,11.8124,1.39128,-6.2e-06,1.7899999999999998e-05,1.63e-06
1011,1011,1011,1011,1011000000,2,2.8,0,-8.87011,7.605760000000001,51.6192,0.0001763,0.00020651,-4.28e-06
1012,1012,1012,1012,1012000000,2,7.3,0,-23.2285,19.8573,16.6347,-2.371e-05,8.83e-06,-8.46e-05
1013,1013,1013,1013,1013000000,1,9.6,0,-9.40827,8.02492,-19.613,-3.78e-05,4.5e-05,7.53e-06
1014,1014,1014,1014,1014000000,1,1.35,0,-21.5164,18.1391,0.440649,-2.53e-05,4.58e-05,-1.63e-05
1015,1015,1015,1015,1015000000,1,5.1,0,-13.1923,10.9983,21.4125,1.85e-05,-9.39e-06,5.72e-06
1016,1016,1016,1016,1016000000,1,6.9,0,-17.8564,14.8855,-2.34249,-1.06e-06,5.47e-05,-1.67e-05
1017,1017,1017,1017,1017000000,1,4.4,0,-13.6109,11.315,22.0979,1.49e-05,-5.74e-06,1.21e-05
1018,1018,1018,1018,1018000000,1,13.2,0,-3.99681,3.30567,-9.08662,6.78e-06,4.96e-05,-2.7600000000000014e-05
1019,1019,1019,1019,1019000000,1,0.4,0,-14.7198,12.0875,16.0963,3.05e-05,2.84e-05,-6.15e-05
1020,1020,1020,1020,1020000000,1,0.2,0,-21.103,17.1078,0.065512,1.7199999999999998e-05,2.13e-05,-2.97e-05
1021,1021,1021,1021,1021000000,1,8.6,0,-13.9108,11.1467,18.5226,1.94e-05,2.13e-05,1.71e-06
1022,1022,1022,1022,1022000000,1,11.5,0,-3.91994,3.09341,19.9304,1.53e-05,3.2e-05,-8.17e-06
1023,1023,1023,1023,1023000000,1,0.75,0,-15.9148,12.4889,24.6753,7.53e-06,3.8e-05,-1.44e-05
1024,1024,1024,1024,1024000000,2,8.1,0,-48.2774,37.7937,-6.5205,-4.36e-05,0.0001215,-3.32e-05
1025,1025,1025,1025,1025000000,1,8.4,0,-2.97033,2.32201,22.7254,-3.5700000000000014e-05,2.68e-05,-2.9600000000000005e-05
1026,1026,1026,1026,1026000000,2,0.0,0,-26.2065,20.3076,-4.28834,2.096e-05,1.766e-05,-0.0001121
1027,1027,1027,1027,1027000000,2,8.9,0,-27.2094,21.039,-1.6579700000000002,-3e-05,-1.8e-06,-3.99e-06
1028,1028,1028,1028,1028000000,1,1.35,0,-19.1263,14.7313,-2.27046,3.4200000000000005e-05,4.49e-05,3.15e-06
1029,1029,1029,1029,1029000000,1,7.4,0,-10.1869,7.822780000000002,1.27185,-2.53e-06,4.17e-05,9.63e-06
1030,1030,1030,1030,1030000000,2,4.4,0,-27.9544,21.36,-22.0707,-2.129e-05,3.4200000000000005e-05,6e-05
