uniqueID,moonName,sizeClass,worldType,resourceValueModifier,habitabilityModifier,nativeEcosphere,climateType,breathable,worldDensity,worldDiameter,worldMass,surfaceGravity,volcanicActivityLevel,tectonicActivityLevel,hydrographicCoverage,surfaceTemperature,dayFaceAverageTemperature,nightFaceAverageTemperature,blackbodyCorrection,blackbodyTemperature,magneticFieldStrength,equatorialRotationVelocity,totalSurfaceArea,landSurfaceArea,liquidSurfaceArea,atmosphereMass,worldAtmosphereComposition.toxicity,worldAtmosphereComposition.chlorineOrFluorine,worldAtmosphereComposition.lowOxygen,worldAtmosphereComposition.highOxygen,worldAtmosphereComposition.organicToxins,worldAtmosphereComposition.sulfurCompounds,worldAtmosphereComposition.suffocating,worldAtmosphereComposition.highCarbonDioxide,worldAtmosphereComposition.inertGases,worldAtmosphereComposition.nitrogenCompounds,worldAtmosphereComposition.pollutants,worldAtmosphereComposition.corrosive,greenhouseFactor,absorptionFactor,atmosphericPressure,atmosphericPressureCategory,minimumMolecularWeightRetained,orbitalRadius,orbitalPeriod,orbitalEccentricity,minimumSeparation,maximumSeparation,rotationPeriod,retrogradeOrNot,apparentDayLength,axialTilt,resonantOrNot,tidalLockedOrNot,escapeVelocity,tidalForceOnSatelliteByPlanet,totalTidalEffect,hexesPerSide,totalHexes,waterHexCount,landHexCount,numberOfMajorOceans,numberOfMinorOceans,numberOfSmallSeas,numberOfScatteredLakes,numberOfMajorContinents,numberOfMinorContinents,numberOfMajorIslands,numberOfArchipelagoes,tectonicPlateCount
0375104100,HIP 14729 f i,Terrestrial Planet (Standard),Standard (Hadean),-3,0,Frozen,No life,0,0.514894,0.481942,0.057637,0.248149,None,None,0,37.0559,44.4671,3.70559,0.67,55.3073,0.002,120.703,2.96843e+07,2.96843e+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67,0,None,7.7077,25.2653,22.2238,0.0487916,24.0326,26.498,22.2238,0,22.2263,28,0,1,5467.79,6.43009,278.905,4,170,0,170,0,0,0,1,13,0,2,7,11
0375105100,HIP 14729 e i,Terrestrial Planet (Standard),Standard (Hadean),-4,0,Frozen,No life,0,0.559434,0.297945,0.0147964,0.16668,None,None,0,34.5871,41.5046,3.45871,0.67,51.6226,0,56.7882,1.13451e+07,1.13451e+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67,0,None,17.3248,29.0008,29.2024,0.0494126,27.5678,30.4338,29.2024,0,29.2096,19,0,1,3523.45,0.871423,147.236,3,100,0,100,0,0,0,6,3,0,3,12,6
0378102100,Gl 126 h i,Terrestrial Planet (Tiny),Tiny (Ice),-3,0,Frozen,No life,0,0.396793,0.405273,0.0264124,0.16081,None,None,0,101.199,121.438,10.1199,0.86,117.673,0.06,1101.63,2.0991e+07,2.0991e+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.86,0,None,30.093,5.58133,2.04764,0.0508416,5.29757,5.86509,2.04764,0,2.04765,28,0,1,4036.35,98.7061,27280.9,4,170,0,170,0,0,0,1,9,1,3,5,6
0378103100,Gl 126 g ii,Terrestrial Planet (Small),Small (Ice),0,0,Frozen,No life,0,0.66443,0.324181,0.0226365,0.215395,None,None,0,92.679,97.313,88.0451,1.02652,90.2851,0.002,248.104,1.34311e+07,9.71582e+06,3.71528e+06,1.0378,1,0,0,0,0,0,1,0,0,0,0,0,0.1,0.93,6,Very Dense,21.5497,9.48107,7.27268,0,9.48107,9.48107,7.27268,0,7.27309,18,0,1,4178.02,256.628,82759.4,3,100,28,72,0,0,6,7,6,1,7,2,14
0378103200,Gl 126 g i,Terrestrial Planet (Small),Small (Ice),-3,0,Frozen,No life,0,0.593533,0.361188,0.0279669,0.214377,None,None,0,95.4686,114.562,9.54686,0.93255,102.374,0.007,405.404,1.66726e+07,1.04938e+07,6.17886e+06,0.0274235,1,0,0,0,0,0,1,0,0,0,0,0,0.1,0.93,0.00368519,Trace,22.0356,7.37417,4.95891,0.604986,2.9129,11.8354,4.95891,0,4.9591,6,0,1,4399.61,750.791,195973,4,170,0,170,0,0,0,7,7,6,3,5,2
0378106100,Gl 126 d i,Terrestrial Planet (Standard),Standard (Ice),-3,0,Frozen,No life,0,0.793949,0.639722,0.207858,0.507906,None,None,0,86.5101,103.812,8.65101,0.86,100.593,0,641.756,5.23021e+07,5.23021e+07,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2,0.86,0,None,5.15991,7.63753,5.54833,0.198452,6.12184,9.15321,5.54833,0,5.54963,37,0,1,9012.52,95614.8,3.35801e+06,6,370,0,370,0,0,0,1,4,14,1,9,10
0379106100,Alpha Fornacis b i,Terrestrial Planet (Tiny),Tiny (Ice),0,0,Frozen,No life,0,0.333594,0.350126,0.0143183,0.1168,Light,None,0,77.4434,92.9321,7.74434,0.86,90.0505,0,250.944,1.5667e+07,1.5667e+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.86,0,None,36.7001,9.53053,7.76585,0.301093,6.66096,12.4001,7.76585,0,7.76707,13,0,1,3197.37,233.099,47211.2,3,100,0,100,0,0,3,12,5,13,4,10,1
0381104100,Wo 9111 i ii,Terrestrial Planet (Small),Small (Ice),1,0,Frozen,No life,0,0.393136,0.409699,0.0270356,0.161067,Light,None,0,80.0053,96.0064,8.00053,0.9321,85.8334,0,300.276,2.14519e+07,1.21902e+07,9.26172e+06,0.0225769,1,0,0,0,0,0,1,0,0,0,0,0,0.1,0.93,0.000926472,Trace,21.6787,10.49,7.59426,0.498482,5.26094,15.7191,7.59426,0,7.59438,38,0,1,4061.58,148.298,39494.1,4,170,0,170,0,0,0,1,7,11,7,3,2
0381104200,Wo 9111 i i,Terrestrial Planet (Tiny),Tiny (Sulfur),4,0,Frozen,No life,0,0.272417,0.337322,0.0104561,0.0918925,Extreme,None,0,83.6002,100.32,8.36002,0.77,108.572,0,492.78,1.45421e+07,1.45421e+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.77,0,None,58.3768,6.55627,3.81007,0.496819,3.29899,9.81355,3.81007,0,3.8101,31,0,1,2783.69,193.424,133190,3,100,0,100,0,0,9,9,9,8,8,10,7
0381109100,Wo 9111 e ii,Terrestrial Planet (Tiny),Tiny (Ice),-2,0,Frozen,No life,0,0.42713,0.135875,0.00107148,0.0580364,None,None,0,61.1548,73.3858,6.11548,0.86,71.1102,0,66.7018,2.3595e+06,2.3595e+06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.86,0,None,150.293,15.2836,11.3382,0.502963,7.59651,22.9707,11.3382,0,11.3437,45,0,1,1404.04,0.203782,1369.35,2,50,0,50,0,0,0,0,5,4,3,2,5
0381109200,Wo 9111 e i,Terrestrial Planet (Tiny),Tiny (Sulfur),2,0,Frozen,No life,0,0.533597,0.235859,0.00700114,0.125853,Heavy,None,0,44.7072,53.6486,4.47072,0.77,58.0613,0,63.2685,7.10953e+06,7.10953e+06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.77,0,None,32.6001,22.9254,20.7494,0.404133,13.6605,32.1903,20.7494,0,20.7678,31,0,1,2724.06,0.684839,704.291,3,100,0,100,0,0,0,1,8,2,6,3,11
0381111100,Wo 9111 c iii,Terrestrial Planet (Standard),Standard (Hadean),-1,0,Frozen,No life,0,0.345429,0.663568,0.100929,0.229215,None,None,0,24.4052,24.4052,24.4052,0.67,36.4256,0,35.1595,5.62741e+07,5.62741e+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67,0,None,3.99141,58.2472,59.1373,0.400972,34.8918,81.6027,105.047,0,106.677,20,0,0,6166.28,0.244756,17.4603,6,370,0,370,0,0,0,4,10,7,1,9,11
0381111200,Wo 9111 c ii,Terrestrial Planet (Tiny),Tiny (Sulfur),1,0,Frozen,No life,0,0.360989,0.224275,0.00407226,0.0809607,Heavy,None,0,79.331,95.1972,7.9331,0.77,103.027,0,462.541,6.42834e+06,6.42834e+06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.77,0,None,94.5684,7.28091,2.69881,0.0977927,6.56889,7.99292,2.69881,0,2.69987,88,0,1,2130.52,1.70891,3021.45,3,100,0,100,0,0,1,6,2,4,10,9,2
0381111300,Wo 9111 c i,Terrestrial Planet (Tiny),Tiny (Ice),-1,0,Frozen,No life,0,0.35905,0.268549,0.00695385,0.0964225,None,None,0,62.6521,75.1825,6.26521,0.86,72.8513,0,196.009,9.21689e+06,9.21689e+06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.86,0,None,46.8904,14.5618,7.62586,0.0997845,13.1088,16.0149,7.62586,0,7.63433,39,0,1,2544.25,0.436779,452.239,3,100,0,100,0,0,2,9,10,4,11,4,8
0382101100,Gl 131 k i,Terrestrial Planet (Small),Small (Hadean),-2,0,Frozen,No life,0,0.265443,0.438329,0.0223549,0.116351,Light,None,0,50.3962,60.4755,5.03962,0.67,75.2183,0.02,187.004,2.45549e+07,2.45549e+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67,0,None,24.581,13.6598,13.0464,0.000989353,13.6462,13.6733,13.0464,1,-13.0463,15,0,1,3570.63,144.219,3548.25,4,170,0,170,0,0,0,0,4,4,4,9,4
0382106100,Gl 131 f i,Terrestrial Planet (Tiny),Tiny (Ice),-4,0,Frozen,No life,0,0.483387,0.262629,0.00875637,0.126952,None,None,0,65.3908,78.4689,6.53908,0.86,76.0358,0,158.372,8.81502e+06,8.81502e+06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.86,0,None,38.0089,13.3676,9.23009,0.0346971,12.9038,13.8314,9.23009,0,9.23084,25,0,1,2887.02,4.81685,302.554,3,100,0,100,0,0,0,7,11,9,7,7,4
0383111100,Wo 9112 b i,Terrestrial Planet (Tiny),Tiny (Sulfur),2,0,Frozen,No life,0,0.332812,0.209465,0.00305869,0.0697125,Extreme,None,0,51.369,61.6428,5.1369,0.77,66.713,0,104.569,5.60741e+06,5.60741e+06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.77,0,None,76.144,17.3648,11.1494,0.0976769,15.6686,19.0609,11.1494,0,11.1792,26,0,1,1910.6,0.175879,350.758,3,100,0,100,0,0,0,0,5,0,11,9,6
0384109100,Gl 132 c i,Terrestrial Planet (Tiny),Tiny (Rock),0,0,Frozen,No life,0,0.635061,0.133577,0.0015136,0.0848296,None,None,0,205.575,246.69,20.5575,0.97,211.933,0.014,502.337,2.28035e+06,2.28035e+06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.97,0,None,311.722,1.72066,1.48005,0.300864,1.20297,2.23834,1.48005,0,1.4801,1,0,1,1683.06,361313,8.59359e+08,2,50,0,50,0,0,0,8,6,8,5,11,4
0387103100,HIP 15234 e i,Terrestrial Planet (Tiny),Tiny (Sulfur),4,0,Frozen,No life,0,0.61503,0.0772593,0.000283627,0.0475168,Extreme,None,0,67.3925,80.871,6.73925,0.77,87.5228,0,48.9821,762849,762849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.77,0,None,397.349,10.089,8.77919,0,10.089,10.089,8.77919,0,8.77929,34,0,1,957.982,0.963643,21744.4,1,20,0,20,0,0,5,5,9,3,12,6,10
0388105100,HIP 15312 b i,Terrestrial Planet (Standard),Standard (Hadean),0,0,Frozen,No life,0,0.526001,0.671913,0.15956,0.353427,Light,Light,0,39.5883,47.5059,3.95883,0.67,59.0869,0.06,192.511,5.76983e+07,5.76983e+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67,0,None,4.14694,22.1364,19.4266,0.195873,17.8005,26.4723,19.4266,0,19.462,15,0,1,7704.86,87.118,1583.37,6,370,0,370,0,0,0,0,12,5,9,2,5
0389112100,HD 20367 e ii,Terrestrial Planet (Standard),Standard (Hadean),0,0,Frozen,No life,0,0.452219,0.771643,0.207777,0.348951,Moderate,Moderate,0,43.1323,51.7588,4.31323,0.67,64.3766,0,387.017,7.60974e+07,7.60974e+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67,0,None,3.9847,18.6481,11.0976,0.0986282,16.8088,20.4873,11.0976,0,11.1117,81,0,1,8204.44,28.6939,524.779,7,500,0,500,0,0,0,11,3,7,6,8,6
0389112200,HD 20367 e i,Terrestrial Planet (Tiny),Tiny (Ice),-2,0,Frozen,No life,0,0.596305,0.110381,0.000801948,0.0658205,Light,None,0,42.8847,42.8847,42.8847,0.86,49.8659,0,252.846,1.55712e+06,1.55712e+06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.86,0,None,114.393,31.0801,25.7882,0.0502296,29.519,32.6412,2.42984,0,2.43052,2,0,0,1347.68,0.00342192,16.2146,1,20,0,20,0,0,5,11,10,13,6,6,1
0389114100,HD 20367 c ii,Terrestrial Planet (Tiny),Tiny (Ice),-2,0,Frozen,No life,0,0.28421,0.236762,0.00377204,0.0672901,None,None,0,40.9034,40.9034,40.9034,0.86,47.5621,0,10.8139,7.16411e+06,7.16411e+06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.86,0,None,49.7561,34.164,31.0112,0.403336,20.3844,47.9435,121.863,0,62.0224,9,1,0,1995.68,0.033818,34.0687,3,100,0,100,0,0,0,0,3,0,5,10,1
0389114200,HD 20367 c i,Terrestrial Planet (Small),Small (Hadean),-1,0,Frozen,No life,0,0.590028,0.270236,0.0116441,0.159447,None,None,0,45.0662,54.0794,4.50662,0.67,67.2629,0.08,137.658,9.33308e+06,9.33308e+06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67,0,None,26.0174,17.082,10.9265,0.0999883,15.374,18.79,10.9265,0,10.9693,12,0,1,3282,0.953229,311.083,3,100,0,100,0,0,0,0,13,10,8,2,1
0390105100,Zeta-1 Reticuli f i,Terrestrial Planet (Tiny),Tiny (Sulfur),2,0,Frozen,No life,0,0.625283,0.117303,0.00100927,0.0733478,Extreme,None,0,52.5076,63.0091,5.25076,0.77,68.1917,0,56.6016,1.75856e+06,1.75856e+06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.77,0,None,132.094,16.6198,11.5351,0.101861,14.9269,18.3127,11.5351,0,11.5362,1,0,1,1466.59,0.0671396,678.533,1,20,0,20,0,0,1,3,11,0,2,10,9
0390106100,Zeta-1 Reticuli e i,Terrestrial Planet (Tiny),Tiny (Sulfur),0,0,Frozen,No life,0,0.486196,0.0739698,0.000196778,0.0359639,Extreme,None,0,69.0442,82.8531,6.90442,0.77,89.6678,0,61.6922,699273,699273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.77,0,None,561.777,9.61205,6.67368,0.00942632,9.52145,9.70266,6.67368,0,6.67438,20,0,1,815.491,0.220573,11433.4,1,20,0,20,0,0,0,0,12,6,1,2,7
0391102100,GJ 3215 f i,Terrestrial Planet (Tiny),Tiny (Ice),0,0,Frozen,No life,0,0.486865,0.15331,0.00175437,0.0746414,None,None,0,83.7542,100.505,8.37542,0.86,97.3886,0,151.087,3.00386e+06,3.00386e+06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.86,0,None,141.842,8.14842,5.64786,0.400173,4.88764,11.4092,5.64786,0,5.64802,9,0,1,1691.35,10.9818,20030.9,2,50,0,50,0,0,4,4,3,13,13,9,6
0391103100,GJ 3215 e ii,Terrestrial Planet (Tiny),Tiny (Ice),-2,0,Frozen,No life,0,0.619842,0.200645,0.00500688,0.124368,None,None,0,103.951,124.742,10.3951,0.86,120.874,0,466.06,5.14511e+06,5.14511e+06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.86,0,None,80.7313,5.28964,2.39623,0.0396189,5.08007,5.49921,2.39623,0,2.39628,20,0,1,2497.63,43.1449,27574.8,3,100,0,100,0,0,0,0,3,0,6,6,1
0391103200,GJ 3215 e i,Terrestrial Planet (Tiny),Tiny (Sulfur),1,0,Frozen,No life,0,0.527722,0.0840799,0.000313676,0.0443708,Heavy,None,0,65.8124,78.9749,6.58124,0.77,85.4706,0,68.8209,903487,903487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.77,0,None,381.835,10.5793,6.80006,0.0497209,10.0533,11.1053,6.80006,0,6.80048,10,0,1,965.725,0.141585,1444.39,1,20,0,20,0,0,0,0,12,5,6,3,11
0392108100,HIP 15360 d i,Terrestrial Planet (Tiny),Tiny (Sulfur),-1,0,Frozen,No life,0,0.266273,0.352659,0.0116787,0.0939038,None,None,0,62.7413,62.7413,62.7413,0.77,81.4823,0.6,40.3732,1.58946e+07,1.58946e+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.77,0,None,41.0084,11.6403,9.5425,0.39814,7.00582,16.2747,48.6187,0,19.085,8,1,0,2877.25,57.6892,0,3,100,0,100,0,0,2,5,2,10,14,10,11
0394101100,Zeta-2 Reticuli l ii,Terrestrial Planet (Tiny),Tiny (Sulfur),1,0,Frozen,No life,0,0.366178,0.146017,0.00113999,0.0534682,Heavy,None,0,53.5197,64.2236,5.35197,0.77,69.5061,0,53.7468,2.72486e+06,2.72486e+06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.77,0,None,148.379,15.9972,15.1214,0.702745,4.75526,27.2392,15.1214,0,15.1215,4,0,1,1397.04,0.760314,1867.45,2,50,0,50,0,0,3,11,5,7,7,9,2
0394101200,Zeta-2 Reticuli l i,Terrestrial Planet (Tiny),Tiny (Sulfur),2,0,Frozen,No life,0,0.489167,0.218076,0.00507316,0.106675,Heavy,None,0,86.2979,103.557,8.62979,0.77,112.075,0.008,337.863,6.07787e+06,6.07787e+06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.77,0,None,80.2947,6.15277,3.59259,0.0496182,5.84749,6.45806,3.59259,0,3.5926,30,0,1,2411.54,88.8165,49020,3,100,0,100,0,0,0,1,3,1,8,11,7
0394104100,Zeta-2 Reticuli i i,Terrestrial Planet (Tiny),Tiny (Ice),-1,0,Frozen,No life,0,0.358515,0.0942909,0.00030055,0.0338047,Light,None,0,110.791,132.949,11.0791,0.86,128.827,0,214.766,1.13626e+06,1.13626e+06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.86,0,None,673.609,4.65669,2.44369,0.10497,4.16788,5.1455,2.44369,0,2.44371,37,0,1,892.652,6.19764,57738.8,1,20,0,20,0,0,0,1,5,5,6,11,10
0394105100,Zeta-2 Reticuli h i,Terrestrial Planet (Tiny),Tiny (Sulfur),2,0,Frozen,No life,0,0.292555,0.246271,0.00436963,0.0720477,Extreme,None,0,94.4514,113.342,9.44514,0.77,122.664,0.006,510.541,7.75108e+06,7.75108e+06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.77,0,None,115.222,5.13634,2.68487,0.0487859,4.88576,5.38693,2.68487,0,2.68491,19,0,1,2106.08,130.688,83743.4,3,100,0,100,0,0,8,6,9,13,9,7,8
0394111100,Zeta-2 Reticuli c ii,Terrestrial Planet (Tiny),Tiny (Sulfur),-1,0,Frozen,No life,0,0.289209,0.257791,0.00495469,0.0745556,Heavy,None,0,45.8065,54.9678,4.58065,0.77,59.489,0,88.706,8.49324e+06,8.49324e+06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.77,0,None,51.5866,21.8382,16.1754,0.0493726,20.76,22.9164,16.1754,0,16.2332,43,0,1,2191.96,0.210079,118.72,3,100,0,100,0,0,0,1,2,2,12,2,4
0394111200,Zeta-2 Reticuli c i,Terrestrial Planet (Tiny),Tiny (Ice),-2,0,Frozen,No life,0,0.443249,0.0855938,0.000277955,0.0379393,None,None,0,59.0751,70.8901,5.90751,0.86,68.692,0,45.2488,936314,936314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.86,0,None,352.552,16.3786,10.5287,0.0514709,15.5356,17.2217,10.5287,0,10.5532,20,0,1,901,0.00927534,93.4359,1,20,0,20,0,0,0,0,9,3,1,5,2
0397102100,Gl 135 g i,Terrestrial Planet (Tiny),Tiny (Sulfur),2,0,Frozen,No life,0,0.587056,0.174176,0.00310202,0.102251,Heavy,None,0,56.104,67.3248,5.6104,0.77,72.8623,0,80.4491,3.87716e+06,3.87716e+06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.77,0,None,68.186,14.5574,12.0506,0.195987,11.7043,17.4105,12.0506,0,12.0507,28,0,1,2110.02,1.97813,5802.99,2,50,0,50,0,0,6,3,10,11,6,12,4
0397103100,Gl 135 f i,Terrestrial Planet (Tiny),Tiny (Ice),-3,0,Frozen,No life,0,0.276192,0.237289,0.00369014,0.0655373,None,None,0,77.7123,93.2548,7.77123,0.86,90.3632,0,177.995,7.196e+06,7.196e+06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.86,0,None,96.8444,9.46469,7.42009,0.103165,8.48826,10.4411,7.42009,0,7.42018,42,0,1,1971.7,30.9409,76301.3,3,100,0,100,0,0,0,9,11,11,9,3,8
0399102100,82 G. Eri i i,Terrestrial Planet (Standard),Standard (Chthonian),-1,0,Frozen,No life,0,1.09841,0.468934,0.113266,0.515079,None,None,0,77.858,93.4296,7.7858,0.97,80.266,0.02,249.072,2.81035e+07,2.81035e+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.97,0,None,5.53853,11.9957,10.4792,0.0493484,11.4037,12.5877,10.4792,0,10.4793,20,0,1,7770.55,2096.29,209138,4,170,0,170,0,0,0,0,10,1,13,3,9
0399104100,82 G. Eri g iii,Terrestrial Planet (Tiny),Tiny (Sulfur),0,0,Frozen,No life,0,0.396468,0.330094,0.0142601,0.130872,Extreme,None,0,58.2996,69.9595,5.82996,0.77,75.7138,0,213.651,1.39256e+07,1.39256e+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.77,0,None,29.2106,13.4815,8.59954,0.200009,10.7851,16.178,8.59954,1,-8.59926,90,0,1,3286.25,5.90067,4675.82,3,100,0,100,0,0,0,0,11,1,3,4,2
0399104200,82 G. Eri g ii,Terrestrial Planet (Tiny),Tiny (Sulfur),1,0,Frozen,No life,0,0.437423,0.244367,0.0063831,0.106892,Heavy,None,0,71.4022,85.6826,7.14022,0.77,92.7301,0,289.311,7.63175e+06,7.63175e+06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.77,0,None,59.1672,8.98769,4.70132,0.797258,1.82218,16.1532,4.70132,0,4.7014,4,0,1,2555.36,6.59918,11682.5,3,100,0,100,0,0,0,0,10,3,9,6,10
0399104300,82 G. Eri g i,Terrestrial Planet (Tiny),Tiny (Ice),-3,0,Frozen,No life,0,0.603891,0.0423457,4.58551e-05,0.0255722,None,None,0,46.0425,55.2509,4.60425,0.86,53.5377,0,9.61443,229169,229169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.86,0,None,824.007,26.9631,24.5147,0.0483046,25.6606,28.2655,24.5147,0,24.517,24,0,1,520.292,0.000304262,74.9789,1,20,0,20,0,0,0,1,2,0,12,5,7
0399105100,82 G. Eri f ii,Terrestrial Planet (Small),Small (Hadean),-1,0,Frozen,No life,0,0.498762,0.317074,0.0158991,0.158144,None,None,0,41.323,49.5877,4.1323,0.67,61.6762,0,92.9503,1.28487e+07,1.28487e+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67,0,None,20.5,20.3168,18.9868,0.495977,10.2401,30.3934,18.9868,0,18.9891,48,0,1,3540.51,5.48733,3900.01,3,100,0,100,0,0,0,1,11,0,13,6,1
0399105200,82 G. Eri f i,Terrestrial Planet (Tiny),Tiny (Sulfur),2,0,Frozen,No life,0,0.577657,0.180393,0.003391,0.104205,Heavy,None,0,69.9044,83.8852,6.99044,0.77,90.7849,0,167.001,4.15888e+06,4.15888e+06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.77,0,None,80.4921,9.37697,6.01231,0.596837,3.78044,14.9735,6.01231,0,6.01255,24,0,1,2167.77,6.77253,22568.4,2,50,0,50,0,0,8,7,9,13,13,8,6
0399107100,82 G. Eri e i,Terrestrial Planet (Tiny),Tiny (Sulfur),1,0,Frozen,No life,0,0.576575,0.289814,0.014035,0.167099,Extreme,None,0,93.4234,112.108,9.34235,0.77,121.329,0,452.691,1.07343e+07,1.07343e+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.77,0,None,41.7561,5.25,3.56335,0.0998372,4.72585,5.77414,3.56335,0,3.56364,34,0,1,3479.41,2321.65,1.86922e+06,3,100,0,100,0,0,0,5,4,6,0,9,4
0400102100,HIP 15563 g i,Terrestrial Planet (Tiny),Tiny (Sulfur),1,0,Frozen,No life,0,0.38963,0.120145,0.000675729,0.0468122,Heavy,None,0,57.4618,68.9542,5.74618,0.77,74.6258,0,58.0927,1.84481e+06,1.84481e+06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.77,0,None,221.142,13.8775,11.5113,0.701098,4.14802,23.607,11.5113,1,-11.5112,88,0,1,1185.75,0.396033,5450.57,2,50,0,50,0,0,0,9,6,5,1,4,7
0400105100,HIP 15563 f ii,Terrestrial Planet (Standard),Standard (Hadean),-2,0,Frozen,No life,0,0.720368,0.598138,0.154155,0.430879,None,None,0,40.9034,49.0841,4.09034,0.67,61.0499,0.012,210.649,4.57235e+07,4.57235e+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67,0,None,3.948,20.7358,15.8046,0.596905,8.35849,33.1131,15.8046,0,15.8105,15,0,1,8026.7,40.4168,2438.3,6,370,0,370,0,0,3,4,4,5,5,7,3
0400105200,HIP 15563 f i,Terrestrial Planet (Tiny),Tiny (Ice),-3,0,Frozen,No life,0,0.575668,0.0606261,0.000128278,0.0349005,None,None,0,62.7529,75.3035,6.27529,0.86,72.9685,0,33.4803,469739,469739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.86,0,None,574.768,14.515,10.0789,0.200453,11.6055,17.4246,10.0789,0,10.0813,20,0,1,727.285,0.00993848,720.53,1,20,0,20,0,0,8,12,9,6,2,7,9
0400106100,HIP 15563 e i,Terrestrial Planet (Tiny),Tiny (Sulfur),3,0,Frozen,No life,0,0.472247,0.186436,0.00306024,0.0880436,Extreme,None,0,63.2906,75.9487,6.32906,0.77,82.1956,0,122.522,4.44217e+06,4.44217e+06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.77,0,None,83.4585,11.4391,8.46949,0.0995046,10.3009,12.5774,8.46949,0,8.47254,35,0,1,2025.69,4.54279,13805.4,2,50,0,50,0,0,0,0,7,9,6,4,6
0401105100,Gl 133 e ii,Terrestrial Planet (Small),Small (Hadean),-1,0,Frozen,No life,0,0.442117,0.311259,0.0133322,0.137613,Light,None,0,47.0548,56.4658,4.70548,0.67,70.231,0.01,160.404,1.23817e+07,1.23817e+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67,0,None,27.3273,15.6686,10.8006,0.298182,10.9965,20.3408,10.8006,0,10.802,34,0,1,3272.27,3.35163,1357.52,3,100,0,100,0,0,0,1,10,16,15,6,10
0401105200,Gl 133 e i,Terrestrial Planet (Tiny),Tiny (Ice),-2,0,Frozen,No life,0,0.56334,0.216641,0.00572788,0.122043,None,None,0,48.1815,57.8178,4.81815,0.86,56.025,0,56.4373,5.99819e+06,5.99819e+06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.86,0,None,35.3165,24.6222,21.3656,0.768888,5.69047,43.5538,21.3656,0,21.3709,1,0,1,2570.9,0.258275,243.49,3,100,0,100,0,0,0,6,8,9,13,6,4
